Word:redound cos:-0.13818
Word:virchow cos:-0.01945
Word:kurinji cos:-0.27966
Word:degs cos:-0.33962
Word:gaddis cos:0.08192
Word:ecological cos:-0.04155
Word:capgras cos:-0.03274
Word:centuries-long cos:-0.10684
Word:eagles cos:0.23663
Word:ummar cos:-0.33254
Word:sentido cos:-0.38969
Word:kand cos:-0.08999
Word:songea cos:-0.29555
Word:frappe cos:-0.27733
Word:bridgford cos:-0.16439
Word:fudbalski cos:-0.13001
Word:tarkenton cos:-0.06963
Word:shijō cos:-0.18067
Word:dukla cos:-0.09201
Word:lions cos:0.27469
Word:estonian cos:0.08068
Word:vanves cos:-0.39510
Word:expellees cos:-0.18558
Word:ischl cos:-0.04983
Word:nmra cos:-0.38359
Word:uq cos:-0.34725
Word:96.36 cos:-0.32164
Word:hostels cos:-0.15809
Word:seventeenth-century cos:0.04305
Word:austro-turkish cos:0.03943
Word:gougeon cos:-0.31231
Word:plains cos:0.21562
Word:18-time cos:0.00617
Word:vengi cos:0.24845
Word:chehel cos:-0.04125
Word:pitchers cos:0.09388
Word:16-leg cos:-0.20254
Word:reste cos:-0.09954
Word:clondalkin cos:-0.30007
Word:ganjiang cos:-0.31556
Word:cryptically cos:-0.12755
Word:megatrends cos:-0.14111
Word:engrained cos:-0.26570
Word:darkchild cos:0.00773
Word:fufa cos:-0.06170
Word:1979-89 cos:0.05171
Word:ramban cos:-0.21078
Word:martínez cos:0.09797
Word:slovak cos:0.11011
Word:uzbekistani cos:-0.14909
Word:blagrove cos:-0.21499
Word:ofc cos:-0.10898
Word:105-day cos:-0.24659
Word:masuria cos:-0.16526
Word:nasirabad cos:-0.17679
Word:paraphrasing cos:0.05512
Word:magics cos:-0.16532
Word:ntfl cos:-0.08382
Word:qirbi cos:-0.05367
Word:karch cos:-0.11586
Word:43.08 cos:-0.36130
Word:language-based cos:-0.33213
Word:hemodynamic cos:-0.33185
Word:ncu cos:-0.23448
Word:putbus cos:-0.15145
Word:13-month cos:-0.03324
Word:kafana cos:-0.15974
Word:thermopolis cos:-0.17576
Word:prague cos:0.21731
Word:ycl cos:-0.16845
Word:http://www.nytsyn.com cos:-0.08881
Word:allusion cos:0.27256
Word:wisconsinan cos:-0.18405
Word:gurrumul cos:-0.11309
Word:two-barrel cos:-0.23328
Word:vedānta cos:-0.36139
Word:susceptible cos:-0.00635
Word:mehsud cos:0.23951
Word:carbamates cos:-0.38394
Word:1,028 cos:-0.49429
Word:kirkyard cos:-0.22533
Word:garris cos:-0.27376
Word:jobar cos:-0.46320
Word:korom cos:-0.27723
Word:kobiashvili cos:-0.21250
Word:mdmk cos:-0.15489
Word:bodrog cos:-0.23646
Word:pojat cos:-0.28199
Word:pose cos:0.19955
Word:sunburns cos:-0.30403
Word:yinnar cos:-0.27369
Word:juncea cos:-0.13113
Word:kalua cos:-0.18447
Word:ucd cos:-0.13471
Word:viadrina cos:-0.28932
Word:mcgrory cos:-0.05635
Word:17:20 cos:-0.22586
Word:messenian cos:-0.02043
Word:hashalom cos:-0.28478
Word:drannor cos:-0.22526
Word:1159 cos:0.03683
Word:remonstrants cos:-0.21249
Word:prince-bishoprics cos:-0.32164
Word:hebraist cos:-0.20849
Word:oldbury cos:-0.15734
Word:gateshead cos:0.01756
Word:plankensteiner cos:-0.11600
Word:co-directors cos:-0.24302
Word:dills cos:-0.19993
Word:chitalishte cos:-0.30948
Word:yocona cos:-0.24919
Word:dfb-pokal cos:-0.12496
Word:camogie cos:-0.05679
Word:mjf cos:-0.31798
Word:hussite cos:0.22238
Word:flitwick cos:-0.35246
Word:oxides cos:-0.12753
Word:hengoed cos:-0.42324
Word:remón cos:-0.28698
Word:anglo-iraqi cos:0.05023
Word:stevedoring cos:-0.16028
Word:cartan cos:-0.01154
Word:fadila cos:-0.25623
Word:nwobodo cos:-0.09385
Word:puthur cos:-0.33690
Word:chipolopolo cos:-0.17490
Word:malmo cos:-0.06471
Word:55mm cos:-0.42931
Word:haixing cos:-0.13143
Word:coloratura cos:-0.02713
Word:shula cos:0.10921
Word:high-school cos:-0.12901
Word:jafarabad cos:-0.09091
Word:banier cos:-0.05218
Word:1990-1992 cos:-0.08876
Word:polish-russian cos:-0.19502
Word:blaina cos:-0.36079
Word:waqf cos:0.04140
Word:samiti cos:-0.02626
Word:sangam cos:0.07662
Word:survivorship cos:-0.31633
Word:skali cos:-0.28529
Word:26,300 cos:-0.36117
Word:dowlatabad cos:-0.06675
Word:2113 cos:-0.40524
Word:scourges cos:0.08689
Word:ibdp cos:-0.23991
Word:noen cos:-0.16880
Word:sawhill cos:-0.36881
Word:ecclesiastic cos:0.02975
Word:encarna cos:-0.30797
Word:qaddour cos:-0.16722
Word:merem cos:-0.14569
Word:scottish cos:0.44183
Word:2,097 cos:-0.52344
Word:bottomland cos:-0.16916
Word:tarnawa cos:-0.33526
Word:hattie cos:0.11807
Word:thériault cos:-0.27342
Word:shawish cos:-0.19072
Word:barqawi cos:-0.31029
Word:vershinin cos:-0.09119
Word:albury cos:-0.07030
Word:rtv cos:-0.23434
Word:latvian cos:0.04772
Word:pākehā cos:-0.01483
Word:109.47 cos:-0.26277
Word:woodville cos:0.18104
Word:leytonstone cos:-0.24613
Word:tszyu cos:0.07925
Word:576,000 cos:-0.33425
Word:handsworth cos:0.02500
Word:under-21 cos:0.01947
Word:freemans cos:-0.22680
Word:ccsd cos:-0.30340
Word:tkvarcheli cos:-0.33324
Word:clifftop cos:-0.17651
Word:retinas cos:-0.16817
Word:hunza cos:0.01275
Word:quetzals cos:-0.28465
Word:lanai cos:-0.05457
Word:beet cos:-0.03467
Word:kyabram cos:-0.33737
Word:prvaliga cos:-0.28329
Word:heera cos:-0.21220
Word:woden cos:0.05917
Word:lagarto cos:-0.13504
Word:hkcee cos:-0.17763
Word:stirrup cos:0.25381
Word:115.15 cos:-0.33985
Word:eslamabad cos:-0.02506
Word:azaad cos:-0.31706
Word:cybercast cos:-0.23250
Word:dano-swedish cos:-0.08936
Word:bertolotto cos:-0.40734
Word:dijo cos:-0.10184
Word:gyuto cos:-0.18734
Word:1630s cos:0.06488
Word:daraq cos:0.02768
Word:86.21 cos:-0.27022
Word:kidd cos:0.10775
Word:bicknor cos:-0.18555
Word:atte cos:-0.13041
Word:westies cos:-0.23917
Word:accept cos:0.46080
Word:millikin cos:-0.22599
Word:stunted cos:-0.20965
Word:sino-french cos:0.03440
Word:domoic cos:-0.15334
Word:sakr cos:-0.20544
Word:yuanchao cos:-0.10524
Word:trochidae cos:0.10707
Word:lonesome cos:0.14768
Word:beeson cos:-0.26454
Word:izel cos:-0.17470
Word:longwood cos:-0.02313
Word:helfand cos:-0.08052
Word:jamia cos:-0.05734
Word:organosulfur cos:-0.25194
Word:troublesome cos:0.01104
Word:timotheos cos:-0.03409
Word:shorecrest cos:-0.40651
Word:queanbeyan cos:-0.21235
Word:wilt cos:0.19815
Word:rhondda cos:-0.10581
Word:fourah cos:-0.04816
Word:brightwell cos:-0.14953
Word:ehle cos:-0.18996
Word:polygar cos:-0.07652
Word:bogdanovic cos:-0.09374
Word:migori cos:-0.30275
Word:ferentz cos:-0.09613
Word:aafc cos:-0.12576
Word:barrak cos:-0.32012
Word:1,332 cos:-0.45878
Word:ferencváros cos:-0.12954
Word:budk cos:-0.01399
Word:kerrier cos:-0.16794
Word:malekula cos:-0.07378
Word:kuni cos:0.08779
Word:luuq cos:-0.40796
Word:taroona cos:-0.44759
Word:aalto cos:-0.14708
Word:devambez cos:-0.56133
Word:minden-lübbecke cos:-0.25760
Word:mckendree cos:-0.08218
Word:fiba cos:-0.00792
Word:seato cos:-0.10375
Word:bucknell cos:-0.10129
Word:summarily cos:0.04784
Word:batei cos:-0.36069
Word:killara cos:-0.38634
Word:gfh cos:-0.09510
Word:388,000 cos:-0.31261
Word:hilversum cos:-0.09911
Word:russo-persian cos:0.06959
Word:106.60 cos:-0.31877
Word:juszkiewicz cos:0.04771
Word:verginius cos:-0.15840
Word:1,390 cos:-0.29612
Word:nestucca cos:-0.17255
Word:dibona cos:-0.18018
Word:liván cos:-0.16829
Word:logicians cos:-0.01601
Word:ilidza cos:-0.16049
Word:extravagant cos:0.21472
Word:barthez cos:0.05316
Word:highschool cos:-0.21717
Word:nezar cos:-0.37125
Word:shimkus cos:-0.04202
Word:gimmick cos:0.01614
Word:restating cos:-0.19300
Word:apodaca cos:-0.11374
Word:minnesota-duluth cos:-0.25808
Word:al-merreikh cos:-0.39093
Word:disparaging cos:0.05274
Word:adversities cos:-0.10149
Word:pre-european cos:-0.05902
Word:curepipe cos:-0.10581
Word:8a-9p cos:0.14123
Word:baser cos:-0.13481
Word:phenolic cos:-0.28602
Word:carbonates cos:-0.05518
Word:tinn cos:-0.28120
Word:rupprecht cos:0.23294
Word:karplus cos:-0.38251
Word:mahavihara cos:-0.24779
Word:binondo cos:-0.13958
Word:ruso cos:-0.31300
Word:hatimy cos:0.03047
Word:hillcrest cos:-0.19064
Word:qadis cos:-0.18348
Word:120.45 cos:-0.35396
Word:cloying cos:-0.05710
Word:understated cos:0.02025
Word:milovanović cos:-0.26597
Word:khara cos:-0.28805
Word:pandemics cos:0.04239
Word:neighbourhood cos:0.00887
Word:jrlabbe cos:-0.11865
Word:sinematek cos:0.00844
Word:roscam cos:-0.40164
Word:bhavana cos:-0.21124
Word:sarandí cos:-0.22279
Word:ibf cos:0.23541
Word:tanners cos:-0.15395
Word:ivanović cos:-0.23564
Word:surikov cos:-0.14048
Word:contestant cos:0.18317
Word:roistacher cos:-0.19866
Word:dormitories cos:-0.08657
Word:peril cos:0.07961
Word:moallem cos:-0.03097
Word:tirat cos:-0.42386
Word:asma cos:0.08839
Word:czarni cos:-0.42674
Word:admonition cos:0.18466
Word:wahat cos:-0.17935
Word:factually cos:-0.12894
Word:shengavit cos:-0.37969
Word:starost cos:0.00398
Word:waqfs cos:-0.22859
Word:tahr cos:0.09106
Word:1954-62 cos:-0.05357
Word:rawmarsh cos:-0.43890
Word:emmen cos:-0.20404
Word:druitt cos:-0.18218
Word:minya cos:-0.04881
Word:14-month cos:-0.00194
Word:atacama cos:0.04777
Word:treherbert cos:-0.24342
Word:farsley cos:-0.13032
Word:rolpa cos:-0.27077
Word:wgn-tv cos:-0.26950
Word:samobor cos:-0.19413
Word:tiu cos:-0.21153
Word:cuartel cos:-0.23065
Word:narwar cos:-0.20915
Word:hellenistic cos:0.30845
Word:fck cos:-0.19943
Word:absent cos:0.27496
Word:moghulistan cos:0.01649
Word:mcnerney cos:-0.00097
Word:splendors cos:0.05143
Word:vce cos:-0.20069
Word:jangal cos:-0.11997
Word:micmacs cos:-0.30733
Word:1,041 cos:-0.39100
Word:1995-6 cos:-0.42617
Word:hafnarfjörður cos:-0.35733
Word:awana cos:-0.49227
Word:¥ cos:0.14360
Word:kiesinger cos:-0.05776
Word:ap.org cos:-0.10172
Word:1,016 cos:-0.43986
Word:manoeuvres cos:-0.00030
Word:inter-university cos:-0.33235
Word:bartholomaeus cos:-0.46652
Word:gruff cos:0.17145
Word:solutrean cos:-0.16117
Word:semey cos:-0.35193
Word:basti cos:-0.24392
Word:melancon cos:0.17944
Word:chernyi cos:-0.26987
Word:malir cos:-0.18974
Word:tactician cos:-0.04544
Word:ål cos:-0.34421
Word:fosbury cos:-0.11399
Word:khamti cos:-0.18931
Word:erosive cos:-0.11159
Word:favour cos:0.39327
Word:knights cos:0.44448
Word:quỳnh cos:-0.00663
Word:penetanguishene cos:-0.29647
Word:under-16 cos:-0.17624
Word:wbc cos:0.22159
Word:interzonal cos:-0.24612
Word:1967-1972 cos:-0.24272
Word:t-6a cos:-0.00819
Word:mckibbon cos:-0.24184
Word:cocky cos:-0.04857
Word:title-holders cos:-0.27246
Word:cuneiform cos:0.20245
Word:katharine cos:0.25533
Word:jalen cos:-0.11647
Word:mute cos:0.08279
Word:talleyrand cos:0.00835
Word:huyton cos:-0.37604
Word:wodonga cos:-0.16051
Word:purge cos:0.20232
Word:nudgee cos:0.05681
Word:brückner cos:-0.25031
Word:peres cos:0.25960
Word:magnanimous cos:0.04496
Word:kloucek cos:-0.30025
Word:anglo-ashanti cos:-0.04894
Word:khozh cos:-0.18783
Word:acetylcysteine cos:-0.02461
Word:zahray-ye cos:-0.26770
Word:kung-fu cos:-0.01030
Word:unnatural cos:-0.05703
Word:ben-gurion cos:0.00976
Word:phodrang cos:-0.35878
Word:strobus cos:-0.09203
Word:druids cos:0.04546
Word:rotblat cos:-0.03093
Word:hornets cos:-0.00781
Word:leng cos:0.01679
Word:customer cos:0.12700
Word:glyceraldehyde-3-phosphate cos:-0.27905
Word:pan-german cos:-0.30281
Word:ptolemies cos:0.06878
Word:thumbing cos:-0.18212
Word:panthéon-assas cos:-0.19429
Word:post-second cos:-0.03226
Word:-32 cos:-0.34948
Word:spyropoulos cos:-0.26048
Word:anthing cos:-0.28597
Word:polish cos:0.39125
Word:yevgeni cos:0.01031
Word:cataclysm cos:-0.03121
Word:laughably cos:-0.16734
Word:rabotnički cos:-0.12679
Word:damsel cos:-0.00270
Word:reliastar cos:-0.14837
Word:offhand cos:-0.02407
Word:parochial cos:0.07701
Word:rams cos:0.09858
Word:tenjin cos:-0.23533
Word:siksha cos:-0.43608
Word:jadid cos:-0.03414
Word:semi-natural cos:-0.12751
Word:parel cos:-0.30451
Word:characteristics cos:0.15831
Word:akash cos:0.04811
Word:appoggiatura cos:-0.20456
Word:netze cos:-0.20306
Word:mouwafak cos:-0.28183
Word:grinstead cos:0.01316
Word:saint-yves cos:-0.15331
Word:plaiting cos:-0.24588
Word:beirut cos:0.19962
Word:chaderchi cos:-0.21178
Word:2,036 cos:-0.43567
Word:supremacism cos:-0.32263
Word:sengupta cos:-0.10960
Word:h.o.r.s.e. cos:-0.22082
Word:gruinard cos:-0.14314
Word:ex-officio cos:-0.08641
Word:mühlacker cos:-0.29003
Word:lanao cos:-0.05316
Word:twentieth-century cos:0.06510
Word:struggled cos:0.20843
Word:psycharis cos:-0.25170
Word:syrmia cos:0.18727
Word:wheelersburg cos:-0.47177
Word:1,029 cos:-0.48749
Word:sylke cos:0.10143
Word:eddin cos:-0.01874
Word:non-departmental cos:-0.04151
Word:qualification cos:0.04924
Word:wheezes cos:-0.19359
Word:liptovský cos:-0.24040
Word:mccains cos:0.02197
Word:sharqi cos:-0.02204
Word:pyszka cos:-0.05741
Word:bushenyi cos:-0.24672
Word:bolshevist cos:-0.17904
Word:boyolali cos:-0.24797
Word:3201 cos:-0.05504
Word:1-888-603-1036 cos:0.12738
Word:t.s. cos:0.29485
Word:1992-3 cos:-0.11054
Word:phran cos:-0.05783
Word:educationalist cos:-0.06742
Word:twinned cos:-0.00903
Word:namsan cos:-0.11216
Word:ghatkopar cos:-0.29346
Word:manifestations cos:0.10032
Word:fraile cos:-0.18854
Word:umea cos:-0.13221
Word:foibles cos:-0.00174
Word:jaguars cos:-0.02011
Word:quarrymen cos:-0.14631
Word:universals cos:-0.24565
Word:.510 cos:-0.22042
Word:uncalled cos:-0.25205
Word:malinauskas cos:-0.24381
Word:umu cos:-0.30643
Word:sisters cos:0.40975
Word:mimamsa cos:-0.25694
Word:panjang cos:-0.24279
Word:gullikson cos:0.16493
Word:bloody cos:0.35532
Word:pre-existing cos:0.01951
Word:seele cos:-0.24108
Word:ujazdowski cos:-0.10848
Word:llandaff cos:0.04688
Word:folklore cos:0.23314
Word:cucuteni-trypillian cos:-0.07267
Word:zaian cos:-0.18313
Word:lekota cos:0.09851
Word:1941-44 cos:-0.00720
Word:bovell cos:0.03564
Word:cramps cos:0.07400
Word:isfana cos:-0.25866
Word:dyskobolia cos:-0.15070
Word:czechoslovak cos:0.14556
Word:hamas cos:0.27732
Word:altimeter cos:-0.23285
Word:finkelstein cos:0.05767
Word:non-status cos:-0.20889
Word:brumbies cos:0.05471
Word:prude cos:-0.07723
Word:117.07 cos:-0.27908
Word:u.s.-libyan cos:-0.23072
Word:zakariyya cos:-0.15387
Word:wishful cos:-0.08439
Word:1,006 cos:-0.41462
Word:rainforests cos:-0.07213
Word:ciliwung cos:-0.20778
Word:headington cos:-0.13786
Word:pháp cos:-0.39688
Word:finglas cos:-0.30707
Word:tuebingen cos:-0.25905
Word:87.76 cos:-0.30286
Word:gwilym cos:0.04492
Word:minka cos:-0.16028
Word:frailties cos:-0.12155
Word:1986-1992 cos:-0.13663
Word:ife cos:-0.16028
Word:discala cos:-0.22534
Word:markee cos:-0.42012
Word:beis cos:-0.11960
Word:verbiage cos:-0.23016
Word:woluwe cos:-0.34402
Word:interwar cos:0.11362
Word:enquiring cos:-0.25427
Word:austerlitz cos:0.00007
Word:bnei cos:-0.16157
Word:scorpius cos:-0.07011
Word:organofluorine cos:-0.26760
Word:eucratides cos:0.14646
Word:social-democrats cos:-0.36354
Word:vallés cos:-0.27986
Word:tipper cos:0.01114
Word:smirky cos:-0.28260
Word:orr-ewing cos:-0.23159
Word:cohosh cos:-0.26027
Word:mater cos:0.20841
Word:theorist cos:0.06632
Word:stormes cos:-0.30040
Word:linnets cos:-0.43317
Word:toynbee cos:-0.03633
Word:sayin cos:-0.01889
Word:grimmest cos:-0.24498
Word:barnton cos:-0.51316
Word:froch cos:0.13570
Word:kheyr cos:-0.19369
Word:nape cos:0.06632
Word:facetiously cos:-0.10658
Word:papar cos:-0.15954
Word:waeng cos:-0.20065
Word:baverstock cos:-0.35561
Word:high-schools cos:-0.36760
Word:uwic cos:-0.33680
Word:alania cos:-0.07204
Word:wun cos:-0.33137
Word:ľubovňa cos:-0.41454
Word:tulkarem cos:0.13246
Word:ayden cos:-0.30844
Word:phillipines cos:-0.16863
Word:cpac cos:-0.21906
Word:imitation cos:0.26236
Word:va. cos:0.25626
Word:canalised cos:-0.27779
Word:fronto cos:0.06097
Word:azabu cos:-0.27301
Word:muth cos:-0.05155
Word:calamities cos:0.04387
Word:champaran cos:-0.06322
Word:elétrico cos:-0.40994
Word:rembang cos:-0.22881
Word:fudging cos:-0.32088
Word:clut cos:-0.02647
Word:didsbury cos:-0.22132
Word:nagar cos:0.18923
Word:loewner cos:-0.03267
Word:beygi cos:-0.09117
Word:mgimo cos:-0.22626
Word:trikala cos:-0.16694
Word:omega-3s cos:-0.31813
Word:rodney cos:0.28804
Word:belie cos:-0.17679
Word:epinal cos:-0.36348
Word:mühlheim cos:-0.34924
Word:1982-1988 cos:-0.15840
Word:speleological cos:-0.21626
Word:schwarm cos:-0.30242
Word:serbian cos:0.26780
Word:covenanters cos:0.11901
Word:enagas cos:-0.34634
Word:barracudas cos:-0.32472
Word:2950 cos:-0.11561
Word:lyr cos:-0.13247
Word:lionheart cos:0.29212
Word:baillieston cos:-0.27824
Word:fiercer cos:-0.09135
Word:shuyuan cos:-0.35796
Word:plas cos:-0.10218
Word:pre-socratic cos:-0.04291
Word:deakin cos:-0.20860
Word:warboys cos:-0.49181
Word:omusati cos:-0.29347
Word:rampura cos:-0.33372
Word:steinbrück cos:-0.26777
Word:tamborello cos:-0.19634
Word:amfb cos:-0.42129
Word:bulimulus cos:-0.36903
Word:prevaricate cos:-0.39018
Word:botanic cos:0.07413
Word:rfec cos:-0.13850
Word:nasab cos:-0.22619
Word:rutki cos:-0.50234
Word:bask cos:0.06024
Word:theopompus cos:-0.12666
Word:desolate cos:-0.05267
Word:besnier cos:-0.36710
Word:whio cos:-0.24444
Word:novoseltsev cos:-0.14696
Word:drearily cos:-0.35592
Word:zahirul cos:-0.18492
Word:1a1 cos:-0.33863
Word:eslam cos:-0.24417
Word:polans cos:0.08143
Word:alhaji cos:0.20500
Word:shihab cos:0.00487
Word:sudapet cos:-0.16510
Word:chairwoman cos:0.11580
Word:youth-team cos:-0.33100
Word:trishula cos:-0.15312
Word:dabagh cos:-0.25437
Word:17/km cos:-0.33871
Word:phagmodrupa cos:-0.01314
Word:youngsville cos:-0.45559
Word:dinoflagellates cos:-0.20825
Word:oommen cos:0.04683
Word:77-62 cos:-0.30933
Word:zamosc cos:-0.38590
Word:gwynedd cos:0.38573
Word:verbatim cos:0.10927
Word:abdel-rahman cos:-0.11415
Word:orlic cos:-0.25777
Word:surroi cos:-0.33354
Word:festuccia cos:0.10416
Word:shashank cos:0.12840
Word:condren cos:-0.38678
Word:notata cos:-0.41083
Word:fourth-level cos:-0.23575
Word:bnt cos:-0.37046
Word:wkyt cos:-0.36701
Word:rlif cos:-0.05609
Word:cathy cos:0.09625
Word:deployments cos:0.12606
Word:herons cos:0.02990
Word:métropolitaine cos:-0.23716
Word:slavica cos:-0.12639
Word:arnaout cos:-0.00374
Word:spö cos:-0.12652
Word:nanoose cos:-0.34656
Word:humeralis cos:-0.36935
Word:hoseyni cos:-0.24257
Word:ataullah cos:-0.02310
Word:sloan cos:0.02302
Word:3pl cos:-0.41565
Word:ofb cos:-0.35035
Word:stanislavs cos:-0.40738
Word:ny1 cos:-0.18549
Word:107.6 cos:-0.26360
Word:tammin cos:-0.40951
Word:apologise cos:0.31005
Word:meniscus cos:-0.06792
Word:svet cos:-0.15162
Word:jannatabad cos:-0.35288
Word:eraste cos:-0.37035
Word:blaupunkt cos:-0.48035
Word:salah cos:0.07799
Word:turbo-folk cos:-0.16361
Word:kumai cos:-0.22021
Word:vilhelm cos:-0.06545
Word:nalls cos:-0.43434
Word:ecuavisa cos:-0.22198
Word:yafu cos:-0.03412
Word:febrile cos:-0.19508
Word:association cos:0.30149
Word:apeldoorn cos:-0.16131
Word:pleiotropic cos:-0.24772
Word:fallujans cos:-0.25935
Word:shkolnik cos:-0.28141
Word:fluoridated cos:-0.18438
Word:mnla cos:0.01224
Word:gnlf cos:-0.28333
Word:breathe cos:0.08450
Word:carquefou cos:-0.33424
Word:ariake cos:0.07302
Word:philologists cos:-0.10490
Word:interferon cos:-0.03611
Word:cs-1 cos:-0.43775
Word:flourens cos:-0.47030
Word:mortalities cos:-0.11492
Word:wintersmith cos:-0.36539
Word:isg cos:-0.32234
Word:headdress cos:0.14154
Word:verkade cos:-0.36265
Word:css3 cos:-0.32664
Word:thabet cos:-0.21089
Word:tuivaga cos:-0.18278
Word:momtaz cos:-0.21233
Word:dickov cos:-0.01302
Word:sitaram cos:0.12906
Word:amlaíb cos:0.20406
Word:jieddo cos:-0.29165
Word:kouandété cos:-0.02263
Word:endorphins cos:-0.12342
Word:bitar cos:-0.12154
Word:pagé cos:-0.38344
Word:waldoch cos:-0.26875
Word:elguindi cos:-0.23468
Word:farmstead cos:-0.04421
Word:centralized cos:-0.00490
Word:terespol cos:-0.25807
Word:thouars cos:-0.19775
Word:phanom cos:0.03263
Word:forssell cos:-0.18039
Word:kavkazcenter.com cos:-0.26962
Word:antoaneta cos:-0.30958
Word:dibaj cos:-0.24728
Word:dehalogenase cos:-0.23366
Word:katabatic cos:-0.23385
Word:ffassihi cos:-0.11442
Word:kovals cos:-0.37809
Word:giancana cos:0.10813
Word:kurhajcova cos:-0.25179
Word:65-pound cos:-0.44232
Word:non-affiliated cos:-0.43609
Word:jersualem cos:-0.02845
Word:rala cos:-0.11444
Word:toxins cos:-0.07492
Word:aksyon cos:-0.35112
Word:bastardized cos:-0.20710
Word:polabian cos:-0.09830
Word:cliff-hanger cos:-0.31372
Word:jungly cos:-0.50648
Word:aselsan cos:-0.27825
Word:usat cos:-0.02280
Word:sheinbein cos:0.20217
Word:picts cos:0.32723
Word:opioids cos:0.01534
Word:sussan cos:-0.40009
Word:kakul cos:-0.18492
Word:aromatica cos:-0.14530
Word:s-6 cos:-0.38295
Word:kozinn cos:-0.18538
Word:vlahos cos:-0.38450
Word:planet-wide cos:-0.45270
Word:ma'ale cos:-0.11267
Word:hachim cos:-0.19566
Word:urgel cos:-0.22584
Word:kdfw cos:-0.16489
Word:isci cos:-0.23641
Word:renegade cos:0.35114
Word:kiyani cos:0.22981
Word:hammouda cos:-0.23381
Word:skate cos:-0.01470
Word:murcian cos:-0.33278
Word:nicander cos:-0.14867
Word:rozas cos:-0.09861
Word:scarfed cos:-0.21702
Word:kofoed cos:-0.47540
Word:sydney cos:0.29075
Word:loral cos:0.01846
Word:wondra cos:-0.05248
Word:gaze cos:0.05470
Word:1u cos:-0.37626
Word:shephelah cos:-0.23956
Word:rhodri cos:0.08680
Word:puerto cos:0.20770
Word:knil cos:-0.00050
Word:galadima cos:-0.30548
Word:alajji cos:-0.16003
Word:schoeller cos:-0.17498
Word:isotype cos:-0.29195
Word:sobri cos:-0.39032
Word:acwe cos:-0.21766
Word:ufm cos:-0.17249
Word:rezaï cos:-0.22961
Word:east-northeast cos:-0.19634
Word:inscription cos:0.39568
Word:oems cos:-0.06572
Word:takato cos:-0.35372
Word:ḩājj cos:0.16468
Word:100cc cos:-0.53803
Word:south-west cos:0.12327
Word:qr cos:-0.04741
Word:padrón cos:-0.16727
Word:bouw cos:-0.28006
Word:sherington cos:-0.28466
Word:untransmittable cos:-0.04102
Word:sager cos:-0.20886
Word:gerardi cos:-0.04806
Word:zupco cos:-0.20301
Word:apicalis cos:-0.16994
Word:arino cos:-0.56473
Word:hintze cos:-0.06867
Word:wsdl cos:-0.13544
Word:fahd cos:0.49892
Word:efimkin cos:-0.16410
Word:secularity cos:-0.19320
Word:pitch-up cos:-0.46198
Word:erdogan cos:0.36917
Word:dru.sefton cos:-0.08628
Word:insulting cos:0.32393
Word:pod cos:-0.10947
Word:gerb cos:-0.09404
Word:2cups cos:-0.37788
Word:france-klm cos:-0.22140
Word:d'hondt cos:-0.06879
Word:bleekemolen cos:-0.32616
Word:tergite cos:-0.25183
Word:ponemon cos:-0.27367
Word:mahamoud cos:-0.23745
Word:cymbals cos:0.05002
Word:irish-bred cos:-0.16795
Word:shado cos:-0.29021
Word:http://www.nra.org cos:-0.18774
Word:ameli cos:-0.26090
Word:warms cos:-0.05168
Word:centromere cos:-0.24707
Word:vestibule cos:-0.17586
Word:caltabiano cos:-0.47846
Word:barakzai cos:-0.06439
Word:ueb cos:-0.18086
Word:drugi cos:-0.25552
Word:kew cos:0.10119
Word:böyük cos:-0.42421
Word:lagerstroemia cos:-0.17749
Word:kombi cos:-0.37412
Word:ncp cos:-0.02444
Word:ctm cos:-0.12749
Word:http://www cos:-0.12657
Word:janjua cos:-0.03388
Word:look-up cos:-0.16355
Word:84-69 cos:-0.33385
Word:sanitary cos:-0.12338
Word:apologised cos:0.23318
Word:acquah cos:-0.20117
Word:wran cos:0.04890
Word:shakirov cos:-0.29568
Word:bertens cos:-0.33307
Word:televisao cos:-0.03175
Word:eurolines cos:-0.34925
Word:estádio cos:0.02543
Word:lamberton cos:-0.28478
Word:retreaded cos:-0.45804
Word:lanzer cos:-0.35610
Word:sh-33 cos:-0.37031
Word:tarandus cos:-0.14662
Word:nathamuni cos:-0.20230
Word:asbjørn cos:-0.31668
Word:geopolitically cos:-0.31643
Word:19:34 cos:-0.31279
Word:treeshrew cos:-0.23984
Word:condesa cos:-0.26201
Word:colosseum cos:0.28738
Word:jodelle cos:-0.36278
Word:secrete cos:-0.16679
Word:numerically cos:-0.02944
Word:sivert cos:-0.49882
Word:porzana cos:-0.31514
Word:haxby cos:-0.13389
Word:vargem cos:-0.27407
Word:muhammadu cos:0.16615
Word:bairro cos:-0.21017
Word:martinis cos:-0.04681
Word:orwa cos:-0.34957
Word:harak cos:-0.32302
Word:cancellata cos:-0.35301
Word:marathas cos:0.28383
Word:popularly cos:0.45088
Word:gamber cos:-0.26197
Word:irish-trained cos:-0.21841
Word:spela cos:-0.31870
Word:rcc cos:0.00746
Word:exacerbate cos:-0.04865
Word:gunsmith cos:-0.16638
Word:peredur cos:0.01960
Word:labrum cos:0.03101
Word:2242 cos:-0.31793
Word:mattin cos:-0.47999
Word:biernacki cos:-0.41919
Word:remedying cos:-0.46429
Word:transportable cos:-0.15658
Word:a.p. cos:0.06944
