Word:deni cos:-0.46001
Word:shishakli cos:-0.50800
Word:riez cos:-0.39706
Word:stohr cos:-0.20561
Word:campino cos:-0.22313
Word:banate cos:-0.25253
Word:u-571 cos:-0.06955
Word:boersma cos:-0.14779
Word:danah cos:-0.14315
Word:casadevall cos:-0.46358
Word:lollobrigida cos:-0.17757
Word:talionis cos:-0.20241
Word:charles-alexandre cos:-0.45267
Word:baritones cos:-0.18493
Word:*** cos:-0.11237
Word:lulling cos:-0.15176
Word:puthenchery cos:-0.35698
Word:gbi cos:-0.14486
Word:handschu cos:-0.35493
Word:photojournalistic cos:-0.20462
Word:bortone cos:-0.33862
Word:ninth-inning cos:-0.09462
Word:banki cos:-0.32601
Word:kwanza cos:-0.21096
Word:kyōkai cos:-0.06854
Word:goreau cos:-0.32640
Word:acquis cos:-0.13822
Word:ceqa cos:-0.20055
Word:netlibrary cos:-0.34400
Word:warring cos:-0.08646
Word:steinhaus cos:-0.55835
Word:scieur cos:-0.47595
Word:telegraphs cos:-0.21826
Word:dylans cos:-0.14924
Word:subducts cos:-0.06752
Word:zairi cos:-0.29456
Word:fullington cos:-0.23400
Word:timespan cos:-0.19320
Word:disfigurement cos:-0.05321
Word:finkelman cos:-0.45374
Word:euobserver cos:-0.14800
Word:mathes cos:-0.33277
Word:disaggregated cos:-0.30662
Word:depite cos:-0.30491
Word:winklevosses cos:-0.46356
Word:tietz cos:-0.31197
Word:willigis cos:-0.52975
Word:lobbering cos:-0.36440
Word:submanifolds cos:-0.12709
Word:profaning cos:-0.02785
Word:travesties cos:-0.10642
Word:schrecker cos:-0.18415
Word:middlemiss cos:-0.38050
Word:22.65 cos:-0.29938
Word:extra-time cos:-0.13443
Word:xiaohe cos:-0.28296
Word:awi cos:-0.13884
Word:kochs cos:-0.26208
Word:unblended cos:-0.20899
Word:clinal cos:-0.18392
Word:onf cos:-0.28292
Word:erwan cos:-0.29016
Word:ofa cos:-0.12186
Word:rabassa cos:-0.41003
Word:axn cos:-0.19744
Word:stacho cos:-0.25070
Word:mo'aweya cos:-0.28457
Word:tingley cos:-0.34255
Word:decc cos:-0.39500
Word:hoblit cos:-0.22145
Word:powermac cos:-0.13995
Word:kadota cos:-0.23836
Word:desautels cos:-0.40978
Word:hsp60 cos:-0.32790
Word:wday cos:-0.38150
Word:honks cos:-0.01638
Word:tracings cos:-0.23613
Word:trichromatic cos:-0.20468
Word:replicable cos:-0.26327
Word:3-0-9-0 cos:-0.23120
Word:cauchon cos:-0.32748
Word:stolz cos:-0.31541
Word:flq cos:-0.09977
Word:cerrado cos:-0.11953
Word:onet cos:-0.33483
Word:beaumarchais cos:-0.29126
Word:anonimity cos:-0.15642
Word:degania cos:-0.05016
Word:milice cos:-0.13036
Word:saturate cos:-0.03226
Word:makro cos:-0.23204
Word:sangomas cos:-0.12793
Word:chromosomally cos:-0.00087
Word:numberless cos:-0.16576
Word:kurth cos:-0.01290
Word:formula_138 cos:-0.39627
Word:beautifying cos:-0.15717
Word:polet cos:-0.21290
Word:zaven cos:-0.32670
Word:dorsten cos:-0.26089
Word:wicketkeeping cos:-0.16135
Word:cadigan cos:-0.21158
Word:counterespionage cos:-0.13860
Word:slow-tempo cos:-0.08633
Word:petka cos:-0.34773
Word:gunsights cos:-0.21091
Word:wessling cos:-0.20316
Word:vertebroplasty cos:-0.33898
Word:legman cos:-0.39108
Word:3,807 cos:-0.45113
Word:dilley cos:-0.15665
Word:echeverri cos:-0.18843
Word:hingley cos:-0.14980
Word:inciters cos:-0.18028
Word:keurig cos:-0.04277
Word:wraiths cos:-0.17502
Word:biro cos:-0.18438
Word:ulaanbaatar cos:-0.19995
Word:puech cos:-0.20176
Word:31-year-old cos:-0.08163
Word:carrabba cos:-0.07688
Word:31-19 cos:-0.18841
Word:kubik cos:-0.21169
Word:theodoret cos:-0.48828
Word:sacharow cos:-0.34916
Word:arna cos:-0.31889
Word:ommar cos:-0.39186
Word:goup cos:-0.40675
Word:2,452 cos:-0.32237
Word:knol cos:-0.23094
Word:iphoto cos:-0.07477
Word:hindered cos:-0.11306
Word:stangler cos:-0.22427
Word:psychopathia cos:-0.30358
Word:tricarico cos:-0.41922
Word:entrées cos:-0.16857
Word:corapi cos:-0.36544
Word:audran cos:-0.42235
Word:lfa-1 cos:-0.27661
Word:simbarashe cos:-0.27060
Word:knorr-bremse cos:-0.39359
Word:sects cos:-0.01636
Word:6,246 cos:-0.27554
Word:calislar cos:-0.16595
Word:bruderhof cos:-0.19758
Word:leloir cos:-0.44332
Word:brochu cos:-0.27893
Word:pontius cos:-0.15766
Word:familar cos:-0.11898
Word:supercoach cos:-0.29628
Word:cemi cos:-0.26306
Word:biblique cos:-0.30993
Word:sergi cos:-0.25640
Word:olsens cos:-0.16708
Word:puchong cos:-0.40527
Word:patricide cos:-0.32365
Word:gauthier cos:-0.17610
Word:salvin cos:-0.29240
Word:fugato cos:-0.26273
Word:psms cos:-0.14609
Word:peccadillo cos:-0.15193
Word:conly cos:-0.33756
Word:kvil cos:-0.33688
Word:unadventurous cos:-0.23734
Word:verfassungsschutz cos:-0.22406
Word:tutt cos:-0.22180
Word:khanim cos:-0.32707
Word:crevel cos:-0.35282
Word:shōen cos:-0.02325
Word:exploder cos:-0.27405
Word:doone cos:-0.23052
Word:aburrá cos:-0.13116
Word:hapes cos:-0.43026
Word:ill-treatment cos:-0.19518
Word:delorme cos:-0.18903
Word:m551 cos:-0.18017
Word:yetis cos:-0.31385
Word:tubules cos:-0.03793
Word:skiboards cos:-0.31215
Word:fröhlinger cos:-0.25779
Word:bernasconi cos:-0.31627
Word:sygma cos:-0.22867
Word:akqa cos:-0.47839
Word:srđan cos:-0.32409
Word:mccalla cos:-0.07315
Word:nedeli cos:-0.19052
Word:bestard cos:-0.46436
Word:mundhra cos:-0.04715
Word:shogo cos:-0.11137
Word:ironi cos:-0.03199
Word:pardus cos:-0.12895
Word:al-hamid cos:-0.40923
Word:brackets cos:-0.03702
Word:lasne cos:-0.30747
Word:viviers cos:-0.41606
Word:hugill cos:-0.45645
Word:petrucelli cos:-0.38322
Word:french-canadians cos:-0.25329
Word:stefen cos:-0.31403
Word:20-homer cos:-0.24095
Word:kimanthi cos:-0.09654
Word:uisnech cos:-0.39264
Word:vandevelde cos:-0.12866
Word:jennekvist cos:-0.06533
Word:syllogisms cos:-0.30426
Word:gils cos:-0.30885
Word:kirkendall cos:-0.17929
Word:similar-sized cos:-0.20271
Word:csikszentmihalyi cos:-0.39688
Word:leogrande cos:-0.34123
Word:aplus cos:-0.40194
Word:sowell cos:-0.07144
Word:wdtv cos:-0.36411
Word:servetus cos:-0.33862
Word:ic50 cos:-0.42639
Word:ellenton cos:-0.24563
Word:pastrick cos:-0.36977
Word:juxtaposes cos:-0.24541
Word:unimodal cos:-0.03444
Word:fgb cos:-0.16469
Word:mahanta cos:-0.24459
Word:repacking cos:-0.26233
Word:agency.com cos:-0.27302
Word:constrictions cos:-0.26279
Word:sagi cos:-0.19407
Word:tibbitt cos:-0.26532
Word:agostinelli cos:-0.29166
Word:well-acquainted cos:-0.19754
Word:icg cos:-0.18695
Word:honjō cos:-0.33956
Word:radis cos:-0.22026
Word:bandicoots cos:-0.14088
Word:futami cos:-0.30488
Word:henschke cos:-0.16612
Word:uhlich cos:-0.24554
Word:rock-like cos:-0.14229
Word:universität cos:-0.18747
Word:96.97 cos:-0.07238
Word:topolobampo cos:-0.09880
Word:dolf cos:-0.29838
Word:waas cos:-0.20060
Word:swarbrick cos:-0.23767
Word:ucci cos:-0.38124
Word:bratina cos:-0.12492
Word:tearfund cos:-0.14902
Word:lobotomies cos:-0.18652
Word:cachin cos:-0.22237
Word:kuiken cos:-0.40508
Word:castelletto cos:-0.36901
Word:suffocatingly cos:-0.04383
Word:trezeguet cos:-0.05702
Word:broadwood cos:-0.31144
Word:cephei cos:-0.00932
Word:o'loan cos:-0.12213
Word:51-run cos:-0.15402
Word:kraftwerk cos:-0.05111
Word:pelléas cos:-0.19648
Word:palladia cos:-0.29095
Word:zabaglione cos:-0.05649
Word:levington cos:-0.25133
Word:totowa cos:-0.07650
Word:tepic cos:-0.31244
Word:dcaa cos:-0.18374
Word:talamona cos:-0.13897
Word:abettor cos:-0.22853
Word:hotson cos:-0.32955
Word:12-volume cos:-0.21955
Word:comperes cos:-0.15275
Word:115-112 cos:-0.19387
Word:5,669 cos:-0.19742
Word:malnik cos:-0.37199
Word:consistant cos:-0.22439
Word:ravelston cos:-0.14943
Word:dunis cos:-0.23629
Word:blosser cos:-0.35277
Word:dolezel cos:-0.29395
Word:monavie cos:-0.23019
Word:rompola cos:-0.16157
Word:tthe cos:-0.25943
Word:kmd cos:-0.31869
Word:indemnifying cos:-0.13589
Word:lieberstein cos:-0.38505
Word:slone cos:-0.15828
Word:vickerson cos:-0.32324
Word:tomasko cos:-0.35148
Word:batfish cos:-0.00751
Word:waddle cos:-0.00556
Word:comanchero cos:-0.08528
Word:cownose cos:-0.23285
Word:n'doye cos:-0.27437
Word:stencilled cos:-0.19380
Word:oprr cos:-0.27361
Word:kondewa cos:-0.48456
Word:photomontage cos:-0.22356
Word:pivot cos:-0.00735
Word:blais cos:-0.24886
Word:figeroux cos:-0.34138
Word:rota cos:-0.19503
Word:augers cos:-0.05940
Word:stocklasa cos:-0.32462
Word:heyne cos:-0.29552
Word:caucusing cos:-0.06047
Word:yoro cos:-0.33046
Word:scoppetta cos:-0.08312
Word:entrenches cos:-0.45712
Word:eneko cos:-0.34128
Word:corporatization cos:-0.21162
Word:judoon cos:-0.14107
Word:googins cos:-0.30871
Word:bennewitz cos:-0.50183
Word:knowlege cos:-0.18386
Word:offshored cos:-0.21557
Word:imn cos:-0.26532
Word:rephrasing cos:-0.19545
Word:mailbags cos:-0.12975
Word:hasdeu cos:-0.31127
Word:mustafic cos:-0.25918
Word:sunabeda cos:-0.25807
Word:hypothalamic-pituitary-adrenal cos:-0.30546
Word:molinelli cos:-0.27920
Word:alessandrini cos:-0.24603
Word:english-dubbed cos:-0.06155
Word:merconorte cos:-0.14110
Word:louisiana-based cos:-0.31187
Word:(561) cos:-0.02467
Word:harari cos:-0.23766
Word:lehrman cos:-0.22099
Word:newsrooms cos:-0.02766
Word:beguilingly cos:-0.10521
Word:wisconsin-based cos:-0.19740
Word:ponos cos:-0.47910
Word:brandenburger cos:-0.09021
Word:pergocrema cos:-0.32771
Word:dysport cos:-0.29217
Word:mazar-e-sharif cos:-0.44216
Word:cervarix cos:-0.01377
Word:verapoly cos:-0.44413
Word:dsquared2 cos:-0.40952
Word:20/400 cos:-0.30176
Word:1980s-era cos:-0.20140
Word:flamborough cos:-0.00323
Word:meshes cos:-0.20569
Word:duekoue cos:-0.22875
Word:noisome cos:-0.10581
Word:dorner cos:-0.36483
Word:ushkowitz cos:-0.15256
Word:waksman cos:-0.17308
Word:furans cos:-0.16205
Word:endospores cos:-0.15572
Word:lienhard cos:-0.28162
Word:juanlu cos:-0.13653
Word:litten cos:-0.33640
Word:langman cos:-0.22819
Word:hengchun cos:-0.08836
Word:kyoei cos:-0.01086
Word:feuilleton cos:-0.04451
Word:badlees cos:-0.12940
Word:greve cos:-0.26991
Word:gerolmo cos:-0.12968
Word:tirona cos:-0.39851
Word:ironmongery cos:-0.31256
Word:andrewartha cos:-0.28491
Word:posth cos:-0.32306
Word:carnoy cos:-0.55621
Word:nyssa cos:-0.05102
Word:encyclopédie cos:-0.22559
Word:falbo cos:-0.40290
Word:jost cos:-0.29152
Word:allcott cos:-0.36507
Word:aztek cos:-0.12332
Word:alby cos:-0.30359
Word:gsfc cos:-0.22506
Word:flashers cos:-0.02431
Word:open-heart cos:-0.16591
Word:d12 cos:-0.10371
Word:turcan cos:-0.52933
Word:mcgiffin cos:-0.36698
Word:seedbed cos:-0.16964
Word:vinnell cos:-0.27499
Word:daliao cos:-0.26374
Word:imtech cos:-0.41717
Word:murni cos:-0.36568
Word:thomopoulos cos:-0.43291
Word:deodorize cos:-0.25875
Word:8,832 cos:-0.34488
Word:grisedale cos:-0.15980
Word:ainda cos:-0.18913
Word:winfree cos:-0.45201
Word:hieron cos:-0.34421
Word:biocryst cos:-0.33525
Word:porin cos:-0.13017
Word:ocskay cos:-0.47977
Word:voyant cos:-0.12350
Word:mcmorgan cos:-0.31558
Word:neulaniemi cos:-0.38999
Word:yodlee cos:-0.27224
Word:espuny cos:-0.38346
Word:boesel cos:-0.38599
Word:shinsengumi cos:-0.15128
Word:tektites cos:-0.12821
Word:ludy cos:-0.24853
Word:beijerinck cos:-0.26055
Word:lerna cos:-0.46586
Word:wettstein cos:-0.19619
Word:willacoochee cos:-0.34579
Word:1389 cos:-0.30011
Word:ape-man cos:-0.31418
Word:cutolo cos:-0.12847
Word:12-6 cos:-0.21071
Word:toghrul cos:-0.31183
Word:ripest cos:-0.04524
Word:ligase cos:-0.03167
Word:laras cos:-0.34929
Word:22.25 cos:-0.21938
Word:3,093 cos:-0.43812
Word:weida cos:-0.35813
Word:shotty cos:-0.21784
Word:wilga cos:-0.39695
Word:bfc cos:-0.40914
Word:wiklund cos:-0.32418
Word:sws cos:-0.13344
Word:miriori cos:-0.30889
Word:centrais cos:-0.06449
Word:laverdure cos:-0.35614
Word:readmissions cos:-0.16294
Word:llcc cos:-0.20370
Word:steckler cos:-0.25707
Word:chichen cos:-0.17968
Word:quibbles cos:-0.13349
Word:dornbusch cos:-0.12858
Word:venters cos:-0.15438
Word:rosey cos:-0.06573
Word:kreuzhuber cos:-0.34647
Word:meaden cos:-0.22831
Word:mavridis cos:-0.35674
Word:brera cos:-0.11175
Word:statistik cos:-0.39052
Word:issaquena cos:-0.30640
Word:christadelphians cos:-0.28290
Word:isoglosses cos:-0.31508
Word:condra cos:-0.43923
Word:wadley cos:-0.19378
Word:ngoga cos:-0.33749
Word:minch cos:-0.18859
Word:fonteyn cos:-0.14550
Word:bimodal cos:-0.12995
Word:kotcheff cos:-0.08152
Word:suprema cos:-0.14622
Word:arikat cos:-0.41780
Word:galenic cos:-0.20765
Word:oft-used cos:-0.19479
Word:sandwell cos:-0.25503
Word:schmied cos:-0.37121
Word:radislav cos:-0.22756
Word:beesly cos:-0.30804
Word:prostaglandins cos:-0.26097
Word:azapo cos:-0.19057
Word:landweber cos:-0.34254
Word:giwa cos:-0.14784
Word:france-presse cos:-0.21501
Word:lelouch cos:-0.01956
Word:hagerty cos:-0.03911
Word:münchen cos:-0.04372
Word:malodorous cos:-0.07827
Word:graters cos:-0.17034
Word:shell-like cos:-0.12547
Word:b-real cos:-0.02276
Word:chadd cos:-0.28564
Word:dosh cos:-0.23331
Word:bluebirds cos:-0.00671
Word:erdmann cos:-0.25382
Word:scale-space cos:-0.25905
Word:savan cos:-0.40558
Word:nippes cos:-0.44303
Word:wutr cos:-0.28272
Word:ilunga cos:-0.40893
Word:arzani cos:-0.26491
Word:bourdon cos:-0.07623
Word:vrolijk cos:-0.25087
Word:healthday cos:-0.28738
Word:gülen cos:-0.18680
Word:hauswirth cos:-0.35864
Word:harrises cos:-0.21733
Word:cabinet-making cos:-0.18656
Word:eighteen-year-old cos:-0.03770
Word:kuper cos:-0.22555
Word:helme cos:-0.31714
Word:8.88 cos:-0.31230
Word:http://bit.ly cos:-0.12134
Word:olivennes cos:-0.51770
Word:ayi cos:-0.37868
Word:loblaws cos:-0.16863
Word:brannock cos:-0.25320
Word:kwitny cos:-0.46409
Word:bajour cos:-0.30493
Word:aravirta cos:-0.08480
Word:neuen cos:-0.05471
Word:tatsunami cos:-0.16148
Word:talley cos:-0.27333
Word:goddio cos:-0.09471
Word:erris cos:-0.23415
Word:palese cos:-0.18567
Word:niehs cos:-0.30920
Word:mcrory cos:-0.42209
Word:timeliness cos:-0.24695
Word:message-oriented cos:-0.09610
Word:jingxuan cos:-0.33671
Word:tenison cos:-0.28760
Word:hanoch cos:-0.09993
Word:mercator cos:-0.18599
Word:sparwasser cos:-0.28833
Word:trichloroethylene cos:-0.16135
Word:minor-key cos:-0.17194
Word:delaroche cos:-0.25367
Word:sccrc cos:-0.11455
Word:8-dietmar cos:-0.27168
Word:hfm cos:-0.34053
Word:akinola cos:-0.18750
Word:babyhood cos:-0.22841
Word:bouillard cos:-0.26393
Word:orphee cos:-0.17512
Word:gottfredson cos:-0.13075
Word:gcpd cos:-0.37604
Word:molony cos:-0.32373
Word:doesburg cos:-0.21234
Word:vno cos:-0.18879
Word:al-bank cos:-0.11386
Word:nube cos:-0.33511
Word:khasis cos:-0.50259
Word:glasser cos:-0.25225
Word:paller cos:-0.27110
Word:allomorphs cos:-0.17039
Word:byrn cos:-0.14730
Word:oaklyn cos:-0.29996
Word:lqg cos:-0.09851
Word:clintonesque cos:-0.16359
Word:temerlin cos:-0.33471
Word:cber cos:-0.16990
Word:ccrb cos:-0.14249
Word:delson cos:-0.18497
Word:straberg cos:-0.26936
Word:1,939 cos:-0.38336
Word:rummel cos:-0.20097
Word:kieler cos:-0.13724
Word:tombola cos:-0.08607
Word:greaseman cos:-0.21586
Word:elspeth cos:-0.11276
Word:schenkel cos:-0.13723
Word:laverda cos:-0.43075
Word:corston cos:-0.35722
Word:wbbh cos:-0.33798
Word:ruaridh cos:-0.21253
Word:20-victory cos:-0.14016
Word:krick cos:-0.33497
Word:winograd cos:-0.15535
Word:sonke cos:-0.42737
Word:2,657 cos:-0.42205
Word:non-hierarchical cos:-0.11665
Word:crume cos:-0.41677
Word:haake cos:-0.35896
Word:groopman cos:-0.09488
Word:bombardieri cos:-0.28524
Word:mid-victorian cos:-0.31316
Word:deaton cos:-0.26943
Word:lagunitas cos:-0.01506
Word:music-based cos:-0.00551
Word:powerlessness cos:-0.16434
Word:kassell cos:-0.20555
Word:pitsunda cos:-0.43674
Word:michaelangelo cos:-0.41542
Word:bracingly cos:-0.00971
Word:strap-on cos:-0.00423
Word:58-ball cos:-0.17946
Word:tramco cos:-0.33907
Word:strelka cos:-0.13317
Word:exner cos:-0.19393
Word:ağca cos:-0.27369
Word:mdri cos:-0.32768
Word:navickas cos:-0.37522
Word:rosarno cos:-0.11027
Word:bwb cos:-0.25976
Word:brr cos:-0.20269
Word:autofocus cos:-0.06867
Word:duminy cos:-0.15801
Word:farhi cos:-0.31137
Word:hypergraphs cos:-0.14710
Word:callen cos:-0.26052
Word:broyer cos:-0.27449
Word:forder cos:-0.22385
Word:high-visibility cos:-0.05045
Word:upwell cos:-0.32898
Word:romanticist cos:-0.06275
Word:obilić cos:-0.25602
Word:servicemaster cos:-0.20606
Word:arsaces cos:-0.22392
Word:anouk cos:-0.11963
Word:trans-pennine cos:-0.26820
Word:lunkhead cos:-0.03349
Word:sigrun cos:-0.27093
Word:eba cos:-0.19059
Word:sepultura cos:-0.10232
Word:bildenden cos:-0.17696
Word:sotos cos:-0.25867
Word:aba-nba cos:-0.17434
Word:rynhold cos:-0.33630
Word:shitte cos:-0.25748
Word:landaburu cos:-0.25079
Word:matzinger cos:-0.23809
Word:latinate cos:-0.05468
Word:bunner cos:-0.29632
Word:16-32 cos:-0.46496
Word:chronicon cos:-0.24328
Word:osp cos:-0.20376
Word:consigli cos:-0.28519
Word:swecker cos:-0.10837
Word:erlandsen cos:-0.28977
Word:leanza cos:-0.35368
Word:pycnidia cos:-0.11707
Word:kamali cos:-0.19577
Word:retesting cos:-0.01966
Word:abbugao cos:-0.37329
Word:koskinen cos:-0.22729
Word:a-channel cos:-0.16668
Word:kandilli cos:-0.06537
Word:chagai cos:-0.09072
Word:al-rahim cos:-0.29703
Word:chocó cos:-0.10318
Word:91.76 cos:-0.16408
Word:hipaa cos:-0.10070
Word:reindorp cos:-0.21119
Word:annahar cos:-0.02538
Word:zygotic cos:-0.28497
Word:torrio cos:-0.24049
Word:lalibela cos:-0.19737
Word:computerization cos:-0.25993
Word:topusko cos:-0.29786
Word:lower-surface cos:-0.00864
Word:klout cos:-0.37846
Word:lotharingia cos:-0.25711
Word:adamski cos:-0.27139
Word:chickies cos:-0.01302
Word:caws cos:-0.11830
Word:hesiodic cos:-0.10159
Word:conflict-of-interest cos:-0.15952
Word:pyramus cos:-0.17725
Word:reinsch cos:-0.03400
Word:barones cos:-0.25080
Word:lingor cos:-0.15250
Word:allievi cos:-0.11863
Word:vitolo cos:-0.28328
Word:tessie cos:-0.30774
Word:merrilees cos:-0.34483
Word:zuria cos:-0.37380
Word:chiller cos:-0.00315
Word:porteños cos:-0.24844
Word:non-proliferation cos:-0.29671
Word:asato cos:-0.15031
Word:corb cos:-0.12252
Word:storin cos:-0.19609
Word:millport cos:-0.10401
Word:tankmates cos:-0.15037
Word:excessiveness cos:-0.29255
Word:slather cos:-0.04750
Word:ineffectiveness cos:-0.28354
Word:pistola cos:-0.03264
Word:circulator cos:-0.13620
Word:schutterij cos:-0.07709
Word:mitsumi cos:-0.21940
Word:treasonable cos:-0.08700
Word:évry cos:-0.36345
Word:ukrit cos:-0.40469
Word:congileo cos:-0.31609
Word:tvtropolis cos:-0.27692
Word:4,039 cos:-0.31115
Word:reys cos:-0.14857
Word:bricusse cos:-0.43663
Word:boutte cos:-0.30076
Word:bohemianism cos:-0.04383
Word:jachnow cos:-0.21204
Word:rifling cos:-0.00670
Word:influencial cos:-0.10439
Word:compactly cos:-0.15628
Word:neuropsychiatric cos:-0.11080
Word:toppmoller cos:-0.20356
Word:acclimatized cos:-0.05327
Word:commisssion cos:-0.34335
Word:natacha cos:-0.16553
Word:icmp cos:-0.10680
Word:preces cos:-0.26505
Word:cywinski cos:-0.38722
Word:kolata cos:-0.23820
Word:mayoue cos:-0.26516
Word:coverall cos:-0.11862
Word:spirograph cos:-0.08845
Word:dcfems cos:-0.22672
Word:brodkorb cos:-0.38144
Word:giudicati cos:-0.10982
Word:herrion cos:-0.09542
Word:usurer cos:-0.14876
Word:cerutti cos:-0.24104
Word:gerbner cos:-0.23996
Word:goyette cos:-0.20281
Word:valvo cos:-0.34902
Word:availabilities cos:-0.26663
Word:rippholz cos:-0.26238
Word:2-level cos:-0.18310
Word:hutter cos:-0.35150
Word:swinomish cos:-0.10609
Word:acerra cos:-0.37195
Word:anbe cos:-0.21285
Word:mosher cos:-0.18863
Word:rubinger cos:-0.49112
Word:cored cos:-0.02157
Word:nbo cos:-0.35349
Word:oluanpi cos:-0.02098
Word:widodo cos:-0.20453
Word:jcf cos:-0.30264
Word:cleanflicks cos:-0.26498
Word:montminy cos:-0.24991
Word:ganser cos:-0.36557
Word:henrikson cos:-0.33977
Word:lobules cos:-0.14166
Word:pulawy cos:-0.29280
Word:hiden cos:-0.31064
Word:abidance cos:-0.41108
Word:commotes cos:-0.23882
Word:lickona cos:-0.31504
Word:deflate cos:-0.09855
Word:black-red-gold cos:-0.15224
Word:marshallton cos:-0.36800
Word:zairol cos:-0.52682
Word:la-based cos:-0.17309
Word:methot cos:-0.32980
Word:mapasseng cos:-0.08342
Word:galik cos:-0.51834
Word:scheinin cos:-0.17889
Word:medjugorje cos:-0.17536
Word:atsb cos:-0.11494
Word:dobelle cos:-0.23581
Word:quatrefoils cos:-0.37593
Word:thisbe cos:-0.11854
Word:chemie cos:-0.15828
Word:phorm cos:-0.12969
Word:getler cos:-0.36916
Word:trijumf cos:-0.10737
Word:jourand cos:-0.51054
Word:odum cos:-0.24193
Word:rosenblat cos:-0.24800
Word:persuasively cos:-0.12471
Word:nabobs cos:-0.21495
Word:frittatas cos:-0.12073
Word:subheadings cos:-0.38036
Word:calvani cos:-0.29105
Word:slicers cos:-0.04926
Word:goodreads cos:-0.07242
Word:oranjestad cos:-0.27552
Word:vienneau cos:-0.29179
Word:k-mount cos:-0.21319
Word:marshak cos:-0.55073
Word:underlaid cos:-0.31678
Word:unedic cos:-0.30402
Word:stromberg cos:-0.20210
Word:dreifus cos:-0.27776
Word:ascencio cos:-0.39150
Word:ascher cos:-0.35657
Word:rooneys cos:-0.30062
Word:scorcese cos:-0.17808
Word:blidberg cos:-0.28840
Word:35-year-old cos:-0.08734
Word:readouts cos:-0.19882
Word:gilovich cos:-0.30021
Word:hiatuses cos:-0.33420
Word:noone cos:-0.10770
Word:camoes cos:-0.40281
Word:renovator cos:-0.07186
Word:mcnickle cos:-0.36154
Word:hammerschmidt cos:-0.10948
Word:norzagaray cos:-0.40720
Word:bucer cos:-0.40153
Word:chattman cos:-0.24121
Word:guindo cos:-0.36488
Word:griddles cos:-0.14506
Word:139.0 cos:-0.23635
Word:vandereycken cos:-0.30770
Word:helwig cos:-0.44310
Word:valhi cos:-0.22315
Word:burish cos:-0.30752
Word:harahan cos:-0.45195
Word:inglesby cos:-0.42169
Word:pearled cos:-0.13300
Word:earthweb cos:-0.29540
Word:niosh cos:-0.13145
Word:garbelotto cos:-0.25317
Word:karugarama cos:-0.42648
Word:yeading cos:-0.21736
Word:grindon cos:-0.29840
Word:abertzale cos:-0.02903
Word:mandipaka cos:-0.17295
Word:redoing cos:-0.06947
Word:two-axle cos:-0.14944
Word:gogele cos:-0.26193
Word:rostrup cos:-0.20424
Word:earaches cos:-0.19135
Word:kelsang cos:-0.32500
Word:140m cos:-0.22501
Word:everhart cos:-0.25321
Word:confederates cos:-0.02752
Word:bley cos:-0.26159
Word:geschwindner cos:-0.40968
Word:latitudinal cos:-0.21130
Word:reppan cos:-0.42702
Word:asuni cos:-0.36509
Word:eight-pointed cos:-0.04245
Word:mspb cos:-0.26112
Word:monoblock cos:-0.26311
Word:hargeisa cos:-0.21297
Word:schaerer cos:-0.22972
Word:emor cos:-0.37472
Word:ministate cos:-0.06520
Word:partitioning cos:-0.19265
Word:mansun cos:-0.16094
Word:aizenberg cos:-0.33863
Word:existenz cos:-0.08587
Word:constrains cos:-0.27955
Word:right-of-center cos:-0.07330
Word:watta cos:-0.33151
Word:shatz cos:-0.31060
Word:goodger cos:-0.20797
Word:pfaffenbach cos:-0.44026
Word:1.65 cos:-0.05931
Word:dissects cos:-0.15361
Word:4,000-yard cos:-0.04067
Word:pro-military cos:-0.23168
Word:16-tonne cos:-0.07152
Word:haglund cos:-0.06205
Word:mccauley cos:-0.13360
Word:timofeev cos:-0.45964
Word:naiburg cos:-0.40544
Word:jocelyne cos:-0.25409
Word:pipher cos:-0.23292
Word:nachtigal cos:-0.12490
Word:tabone cos:-0.26104
Word:carpetbag cos:-0.14057
Word:mizsei cos:-0.27737
Word:dispels cos:-0.17376
Word:118th cos:-0.12241
Word:wpb cos:-0.24874
Word:σ2 cos:-0.11486
Word:newberger cos:-0.09437
Word:allensbach cos:-0.14896
Word:renne cos:-0.26019
Word:fromm cos:-0.29754
Word:fargo-moorhead cos:-0.18849
Word:kuhnen cos:-0.24801
Word:zoromski cos:-0.16012
Word:meshed cos:-0.14600
Word:nexstar cos:-0.15720
Word:howto cos:-0.14855
Word:buschbacher cos:-0.44460
Word:quintaglie cos:-0.07592
Word:non-functional cos:-0.16399
Word:ellena cos:-0.20476
Word:stathis cos:-0.18033
Word:kalin cos:-0.21588
Word:centex cos:-0.28809
Word:jd02 cos:-0.01765
Word:merenptah cos:-0.30304
Word:bamahane cos:-0.11151
Word:sewering cos:-0.40812
Word:sinfin cos:-0.48273
Word:toltecs cos:-0.43425
Word:gain/loss cos:-0.38592
Word:stringency cos:-0.31831
Word:olakpe cos:-0.13575
Word:turracher cos:-0.28373
Word:burnes cos:-0.23366
Word:pomazanova cos:-0.47088
Word:stategy cos:-0.27662
Word:owor cos:-0.44567
Word:harmondsworth cos:-0.13322
Word:restudy cos:-0.40388
Word:bici cos:-0.35020
Word:d'harnoncourt cos:-0.26166
Word:teuber cos:-0.32268
Word:nixa cos:-0.08718
Word:flammability cos:-0.15492
Word:riecke cos:-0.36781
Word:itil cos:-0.27319
Word:smacker cos:-0.02499
Word:ramsi cos:-0.24507
Word:privatized cos:-0.08914
Word:prognoses cos:-0.21811
