Word:awakens cos:0.31939
Word:re-incorporated cos:0.01062
Word:detectors cos:0.19121
Word:605,000 cos:-0.32013
Word:rubbra cos:-0.13252
Word:l&yr cos:-0.11382
Word:reciben cos:-0.32758
Word:35.68 cos:-0.46656
Word:eaton cos:-0.04616
Word:weerstandsbeweging cos:0.03426
Word:octets cos:-0.05399
Word:kosgey cos:-0.14914
Word:ahk cos:0.02031
Word:centred cos:0.01125
Word:minigames cos:0.00595
Word:subdomain cos:0.02103
Word:jhy cos:-0.33554
Word:forestland cos:-0.19248
Word:254.1 cos:-0.19877
Word:co-emperors cos:-0.24345
Word:panajachel cos:-0.27873
Word:31,600 cos:-0.38591
Word:gyrich cos:-0.17395
Word:29.09 cos:-0.18066
Word:shores cos:0.25637
Word:b&i cos:-0.25891
Word:gentlest cos:0.02517
Word:(559) cos:-0.17079
Word:higo cos:-0.08435
Word:allotments cos:0.05365
Word:hoàn cos:-0.05501
Word:visvesvaraya cos:-0.20914
Word:beach cos:0.50096
Word:harizat cos:-0.08340
Word:interrelations cos:-0.36943
Word:impersonator cos:0.18396
Word:balclutha cos:-0.21340
Word:5,029 cos:-0.35884
Word:developmental cos:0.04957
Word:28-meter cos:-0.04104
Word:frostiness cos:-0.39267
Word:throttles cos:-0.01509
Word:corinthians cos:-0.07633
Word:montabaur cos:-0.07626
Word:skyray cos:-0.18793
Word:lebling cos:-0.04968
Word:tapachula cos:-0.18352
Word:819-billion cos:-0.09499
Word:101-year cos:0.01718
Word:￥ cos:-0.25203
Word:kashif cos:-0.32520
Word:163.6 cos:-0.20733
Word:kahlah cos:-0.26211
Word:kanaeva cos:-0.31291
Word:unbridged cos:-0.33611
Word:wenfu cos:-0.26782
Word:libau cos:-0.25521
Word:huu cos:-0.04987
Word:formula_135 cos:-0.14448
Word:caecina cos:-0.09128
Word:ironclads cos:-0.12744
Word:plaxton cos:-0.07488
Word:malinalco cos:-0.32254
Word:torreon cos:-0.26517
Word:vidicon cos:0.03092
Word:medicos cos:-0.15228
Word:caze cos:-0.19741
Word:202-263-6400 cos:-0.08997
Word:mcwane cos:-0.21685
Word:perfective cos:-0.06550
Word:graf cos:0.00598
Word:all-city cos:-0.09113
Word:550,000 cos:-0.06787
Word:olexiy cos:-0.16098
Word:castlemaine cos:-0.14516
Word:97-year cos:0.03051
Word:give-and-take cos:-0.35412
Word:294.9 cos:-0.22050
Word:urquijo cos:-0.43901
Word:34.71 cos:-0.17178
Word:mig-15 cos:0.01410
Word:compromisers cos:-0.25932
Word:amateurliga cos:-0.00314
Word:sirik cos:-0.40112
Word:snappier cos:-0.13218
Word:anil cos:0.24459
Word:disaccord cos:-0.28035
Word:fasa cos:-0.05476
Word:overexpansion cos:-0.16416
Word:prot cos:-0.14659
Word:strijdom cos:-0.26253
Word:ssmes cos:-0.26831
Word:353d cos:-0.10515
Word:knickmeyer cos:-0.13457
Word:ricca cos:-0.26633
Word:1bn cos:-0.27833
Word:1million cos:-0.12227
Word:mak cos:0.15494
Word:nayaka cos:-0.05322
Word:ismailiya cos:-0.43357
Word:urine cos:0.38993
Word:gryzlov cos:-0.23437
Word:hkn cos:0.18170
Word:bluesman cos:0.16916
Word:eulima cos:0.06324
Word:15,000,000 cos:-0.33315
Word:3-pounder cos:-0.01691
Word:pylea cos:-0.26559
Word:rpr cos:-0.18770
Word:copperbelt cos:-0.19669
Word:heard cos:0.39746
Word:junik cos:-0.21975
Word:alaminos cos:-0.34393
Word:fiqi cos:-0.14718
Word:browsers cos:0.19769
Word:gaitley cos:-0.24948
Word:232.1 cos:-0.32573
Word:ryzhkov cos:-0.26307
Word:sipper cos:-0.11429
Word:zahava cos:-0.08215
Word:bandleader cos:0.08624
Word:aikhenvald cos:-0.24115
Word:switchers cos:-0.08151
Word:wrona cos:-0.18109
Word:yamasee cos:-0.15920
Word:doctores cos:-0.12541
Word:master cos:0.38160
Word:euro237 cos:-0.09316
Word:marzocchi cos:-0.39150
Word:fit cos:0.46928
Word:1988/1989 cos:-0.18110
Word:cogedim cos:-0.27282
Word:psychiatrists cos:0.10623
Word:-01 cos:0.08751
Word:18mm cos:-0.36372
Word:huayin cos:-0.25805
Word:273.2 cos:-0.41687
Word:incommensurable cos:-0.23754
Word:pamukova cos:-0.28561
Word:highwayman cos:0.14050
Word:shakeouts cos:-0.29251
Word:highschools cos:-0.45130
Word:0.011 cos:-0.33796
Word:hostage cos:0.09269
Word:misappropriations cos:-0.20066
Word:congenita cos:-0.12251
Word:triodes cos:-0.22521
Word:angler cos:0.47055
Word:kremlin cos:-0.13681
Word:wordless cos:0.08237
Word:abbess cos:0.09320
Word:inducement cos:-0.11123
Word:simonas cos:-0.41523
Word:railamerica cos:-0.15210
Word:brightpoint cos:-0.13270
Word:genotropin cos:-0.13915
Word:universalism cos:-0.07961
Word:kydonia cos:-0.31349
Word:franchitti cos:0.01307
Word:sweden cos:0.07891
Word:brianza cos:-0.19122
Word:odesur cos:-0.17302
Word:4,000,000 cos:-0.26322
Word:eckerö cos:-0.26478
Word:verifiers cos:-0.21092
Word:oversaturation cos:-0.20587
Word:anhalt-bernburg cos:-0.30949
Word:adele cos:0.16456
Word:8,586 cos:-0.48300
Word:racer cos:0.43569
Word:stadtbahn cos:-0.22860
Word:hokuriku cos:-0.19104
Word:conductors cos:-0.00690
Word:segamat cos:-0.15635
Word:bryant cos:0.14216
Word:milking cos:0.41973
Word:italia cos:0.13575
Word:501c3 cos:-0.01470
Word:ayyappa cos:0.05707
Word:199.3 cos:-0.19905
Word:250.4 cos:-0.16596
Word:nsofor cos:-0.15342
Word:sawahlunto cos:-0.22330
Word:cassilly cos:-0.36978
Word:coworkers cos:0.02919
Word:escheated cos:-0.20369
Word:bourquin cos:-0.30249
Word:sub-provincial cos:-0.28501
Word:accompanist cos:-0.03891
Word:200.3 cos:-0.19817
Word:albian cos:0.12523
Word:lottery cos:0.31975
Word:uhlan cos:-0.07082
Word:33.32 cos:-0.30655
Word:pro40 cos:-0.03140
Word:17th cos:0.20757
Word:ismb cos:-0.43813
Word:zothique cos:-0.26395
Word:badanoro cos:-0.45959
Word:qorban cos:-0.33887
Word:haki cos:-0.16743
Word:swimmin cos:0.06485
Word:lanktree cos:-0.10924
Word:fraidy cos:0.56929
Word:hamoud cos:-0.21288
Word:nesc cos:-0.33207
Word:archipelago cos:0.15057
Word:interest cos:0.18201
Word:reiche cos:-0.30383
Word:prince-bishopric cos:-0.08228
Word:sleepiness cos:0.07990
Word:basis cos:0.02481
Word:gaile cos:-0.29415
Word:nurse cos:0.46589
Word:philipp cos:-0.07530
Word:goulash cos:0.14519
Word:larouche cos:-0.19746
Word:process cos:0.12281
Word:lilan cos:-0.08771
Word:zoffany cos:-0.09497
Word:1.4770 cos:-0.19289
Word:valdemar cos:0.01320
Word:serdinov cos:-0.24019
Word:unions cos:0.09474
Word:houde cos:-0.32232
Word:participation cos:-0.04444
Word:analgesics cos:0.05039
Word:varun cos:-0.10021
Word:lambert cos:0.10920
Word:siege cos:-0.02531
Word:1.156 cos:-0.18439
Word:168,000 cos:0.06846
Word:harley cos:0.32953
Word:combative cos:0.02712
Word:significant cos:0.14374
Word:4-3-1-2 cos:-0.11045
Word:fumie cos:-0.13880
Word:waddles cos:0.21845
Word:butorac cos:-0.19721
Word:inflection cos:0.01117
Word:moab cos:0.06729
Word:primary-school cos:-0.17192
Word:chimaltenango cos:-0.23617
Word:solfège cos:-0.06640
Word:university-wide cos:-0.31174
Word:moenkopi cos:-0.27680
Word:epiphanes cos:-0.10727
Word:rapprochement cos:-0.29435
Word:upperclassman cos:-0.05770
Word:1.106 cos:-0.27255
Word:jerusha cos:-0.30683
Word:contacts cos:-0.08130
Word:coalition cos:0.07328
Word:male-to-female cos:0.01302
Word:roussel cos:-0.01542
Word:defunding cos:-0.16034
Word:showed cos:0.29777
Word:spanning cos:-0.07702
Word:mid-2000 cos:-0.34680
Word:lissack cos:-0.21253
Word:complying cos:-0.28823
Word:daguin cos:-0.21728
Word:sch cos:-0.17354
Word:ukrainians cos:-0.12885
Word:serialize cos:-0.13143
Word:feiffer cos:0.02157
Word:genotoxic cos:-0.15869
Word:kreisky cos:0.00347
Word:bethune cos:0.09608
Word:sideshows cos:0.09424
Word:astrazeneca cos:0.17592
Word:zerlina cos:0.20580
Word:stagehand cos:0.00755
Word:serafim cos:-0.19701
Word:newhouser cos:-0.28460
Word:91.70 cos:-0.18724
Word:posse cos:0.33273
Word:droop cos:0.18525
Word:knaus cos:-0.05044
Word:paley cos:-0.19660
Word:6,110 cos:-0.50387
Word:safeguard cos:-0.03145
Word:colonizing cos:0.05595
Word:flamed cos:0.03935
Word:bancomer cos:-0.01499
Word:1,000-watt cos:-0.09864
Word:interventricular cos:-0.16118
Word:lindsley cos:-0.41203
Word:sleeping cos:0.56572
Word:non-breeding cos:0.16057
Word:serfs cos:0.04437
Word:kanko cos:-0.31441
Word:brynas cos:-0.26951
Word:alp cos:0.01596
Word:murusade cos:-0.13090
Word:tmx cos:-0.11529
Word:anscombe cos:-0.18156
Word:voodoo cos:0.45093
Word:90.90 cos:-0.09726
Word:dislocation cos:0.05561
Word:sandline cos:-0.03091
Word:aarti cos:0.16673
Word:adherence cos:-0.08002
Word:rangeley cos:-0.21788
Word:rocksavage cos:-0.39173
Word:forfeitures cos:-0.14271
Word:jolivet cos:-0.32677
Word:horneber cos:-0.37403
Word:8,010 cos:-0.23473
Word:observance cos:-0.05275
Word:overbid cos:-0.08695
Word:44.1 cos:-0.03726
Word:yokuts cos:-0.03152
Word:5,910 cos:-0.29983
Word:geneen cos:-0.03339
Word:qaed cos:-0.14858
Word:descend cos:0.24881
Word:rochambeau cos:-0.37197
Word:robber cos:0.36401
Word:schormann cos:-0.28354
Word:bolstering cos:-0.30955
Word:hasmonean cos:-0.11477
Word:vampires cos:0.46262
Word:degussa cos:-0.03366
Word:primm cos:0.00168
Word:evangelistic cos:-0.01612
Word:sollett cos:-0.14561
Word:volcanoes cos:0.20560
Word:haefner cos:-0.25133
Word:12p-10p cos:0.06000
Word:immunosuppressants cos:-0.07393
Word:reprimands cos:-0.06698
Word:1649 cos:-0.08705
Word:bhasin cos:-0.13144
Word:kokila cos:0.13185
Word:39,500 cos:-0.03815
Word:stevedore cos:0.06645
Word:rosh cos:0.01376
Word:greeves cos:-0.11721
Word:itani cos:-0.27040
Word:ingmar cos:0.17823
Word:göring cos:-0.06476
Word:fingerstyle cos:0.02017
Word:hacienda cos:-0.00789
Word:reactions cos:0.10496
Word:cyclization cos:-0.31037
Word:naharnet cos:-0.17122
Word:bagbandy cos:-0.26284
Word:nilsson cos:0.00006
Word:warmbold cos:-0.22232
Word:zukerman cos:-0.24549
Word:kamen cos:0.08326
Word:seidler cos:-0.20745
Word:sucked cos:0.41146
Word:elachi cos:-0.14017
Word:uralic cos:0.00364
Word:lavallée cos:-0.41140
Word:wide-angle cos:-0.05684
Word:result cos:0.28312
Word:out-of-touch cos:-0.23978
Word:mertiňák cos:-0.25925
Word:proforma cos:-0.25372
Word:dontae cos:-0.24324
Word:susteren cos:-0.11383
Word:brasilian cos:-0.08691
Word:glaxosmithkline cos:0.19760
Word:raghadan cos:-0.24911
Word:continuing cos:0.05334
Word:wiggling cos:0.30912
Word:cherone cos:-0.20872
Word:1.4820 cos:-0.35257
Word:adopt cos:0.22850
Word:hypothesis cos:0.24061
Word:dyslexia cos:0.17664
Word:lovren cos:-0.29433
Word:cossack cos:0.02588
Word:dingiri cos:-0.25045
Word:marquet cos:-0.29214
Word:emmys cos:-0.00991
Word:agronomic cos:-0.01212
Word:pripyat cos:-0.02027
Word:elberfeld cos:-0.09086
Word:europacorp cos:-0.31317
Word:böll cos:0.00403
Word:exorcism cos:0.31888
Word:joran cos:-0.11593
Word:subsequent cos:0.11495
Word:1.092 cos:-0.23279
Word:fischetti cos:-0.27377
Word:frantzen cos:-0.35057
Word:jiaozuo cos:-0.20685
Word:haayin cos:0.01668
Word:troopers cos:0.26837
Word:oxtail cos:0.16671
Word:toumany cos:-0.29496
Word:khomenei cos:-0.35356
Word:amaru cos:-0.12683
Word:gallen cos:-0.10337
Word:determiner cos:-0.04981
Word:ganz cos:0.01401
Word:hypersensitivity cos:0.01111
Word:laemmle cos:-0.08976
Word:gorenja cos:-0.16911
Word:bödicker cos:-0.16072
Word:ascona cos:-0.15811
Word:mujahid cos:-0.01745
Word:bonjasky cos:-0.14774
Word:92.10 cos:-0.15241
Word:qg5 cos:-0.22190
Word:miodrag cos:-0.33179
Word:restraints cos:0.11720
Word:hirokazu cos:-0.07471
Word:analgesia cos:0.00664
Word:zborowski cos:-0.19319
Word:balling cos:0.16083
Word:snp cos:0.02981
Word:nnc cos:0.05099
Word:trigeminal cos:-0.02656
Word:babaker cos:-0.50470
Word:rampak cos:-0.32558
Word:cabbie cos:0.15151
Word:577-member cos:-0.23693
Word:soigne cos:-0.21952
Word:szigeti cos:-0.23450
Word:strove cos:-0.23394
Word:natca cos:-0.24525
Word:angelus cos:0.18502
Word:sitia cos:-0.29284
Word:92.25 cos:-0.35740
Word:fengji cos:-0.11328
Word:woolf cos:0.19950
Word:windmills cos:0.05693
Word:3.240 cos:-0.14939
Word:paetz cos:-0.37631
Word:wheezing cos:0.20374
Word:sematech cos:-0.21771
Word:kinzig cos:-0.04007
Word:aprc cos:-0.29255
Word:valentín cos:-0.36279
Word:1647 cos:-0.12017
Word:layoffs cos:0.03976
Word:nguni cos:0.11082
Word:gami cos:-0.19680
Word:soman cos:-0.05768
Word:bindery cos:-0.07685
Word:sulfur-containing cos:-0.34079
Word:giansanti cos:-0.26648
Word:allots cos:-0.22520
Word:mangone cos:-0.25369
Word:benzodiazepines cos:0.01300
Word:hoodbhoy cos:-0.18780
Word:vasilyev cos:-0.24901
Word:moelwyn cos:-0.39736
Word:mahn cos:0.05400
Word:prasert cos:-0.12365
Word:chint cos:-0.25786
Word:magog cos:-0.01436
Word:stratovolcanoes cos:-0.12220
Word:1.037 cos:-0.30798
Word:pullman cos:0.04099
Word:seminal cos:0.15535
Word:galeras cos:-0.11539
Word:repatriation cos:0.00103
Word:10.7 cos:0.03990
Word:10.9 cos:-0.02170
Word:bishop cos:0.04385
Word:aulisi cos:-0.22487
Word:lambert-st cos:-0.43823
Word:diels cos:-0.06227
Word:semi-automatic cos:0.12268
Word:ceresa cos:-0.30040
Word:usv cos:-0.15775
Word:psyops cos:-0.15848
Word:barnette cos:-0.25303
Word:1658 cos:-0.04913
Word:reinsurer cos:-0.16955
Word:saffi cos:0.04811
Word:86.60 cos:-0.22489
Word::25 cos:-0.14261
Word:1651 cos:0.01175
Word:tick cos:0.66072
Word:pro-southern cos:-0.29029
Word:angelino cos:-0.52251
Word:gregorian cos:0.02971
Word:cough cos:0.43174
Word:98.62 cos:-0.19027
Word:1,500-strong cos:-0.11396
Word:poynton cos:-0.24792
Word:deodorants cos:0.06263
Word:tics cos:0.09139
Word:nathan-turner cos:-0.02529
Word:nitroglycerin cos:0.16217
Word:corrupter cos:0.02509
Word:werewolves cos:0.26746
Word:cavalese cos:0.01637
Word:inter-collegiate cos:-0.06331
Word:debate cos:0.14061
Word:definite cos:0.08757
Word:omv cos:-0.11143
Word:kierszenbaum cos:-0.25736
Word:gleevec cos:-0.00385
Word:chafe cos:-0.11095
Word:68.6 cos:-0.14348
Word:mid-2009 cos:-0.24727
Word:ensue cos:0.06745
Word:fonz cos:0.25231
Word:qd8 cos:-0.25113
Word:gumelar cos:-0.37449
Word:migrate cos:0.30783
Word:mid-2005 cos:-0.26370
Word:zamloch cos:-0.24377
Word:naproxen cos:0.04199
Word:fruitful cos:-0.18695
Word:amphitheaters cos:-0.21132
Word:------------------ cos:-0.01725
Word:cronenberg cos:0.07902
Word:deepen cos:-0.17472
Word:cantata cos:0.02553
Word:mirwaiz cos:-0.11694
Word:thrombolytic cos:-0.09587
Word:armories cos:-0.33340
Word:3-5-2 cos:-0.10394
Word:nordisk cos:0.05393
Word:qh5 cos:-0.15676
Word:muursepp cos:-0.25222
Word:cfto cos:-0.18935
Word:olis cos:-0.24764
Word:dovid cos:-0.27916
Word:mirrlees cos:-0.19022
Word:eid cos:0.07448
Word:bellboy cos:-0.03143
Word:ozawa cos:-0.07604
Word:jayhawk cos:-0.05014
Word:byelorussian cos:-0.23344
Word:rfra cos:-0.04520
Word:muqataa cos:-0.17700
Word:96.71 cos:-0.23124
Word:lubiani cos:0.01405
Word:netware cos:-0.03050
Word:avadh cos:-0.25663
Word:rahmon cos:-0.34339
Word:forn cos:-0.09368
Word:hefted cos:-0.06565
Word:molina cos:0.04297
Word:heretics cos:-0.04485
Word:consonant cos:0.08327
Word:muzha cos:-0.10349
Word:164-centrifuge cos:-0.01136
Word:surfrider cos:0.06426
Word:crossbows cos:-0.03306
Word:7.7 cos:0.04836
Word:karolos cos:-0.05365
Word:ennahda cos:-0.02408
Word:hirigoyen cos:-0.46687
Word:cementing cos:-0.39107
Word:irritability cos:-0.02873
Word:salieri cos:-0.05524
Word:excluded cos:-0.03792
Word:eons cos:0.02990
Word:83.13 cos:-0.27859
Word:crying cos:0.45588
Word:cromitie cos:-0.37221
Word:finn cos:0.28001
Word:yuyan cos:-0.06169
Word:11.1 cos:-0.02605
Word:orione cos:-0.04020
Word:kokonin cos:-0.37191
Word:11,400 cos:-0.26123
Word:phoneme cos:0.09479
Word:21-gun cos:-0.05569
Word:3.365 cos:-0.25296
Word:inter-zone cos:-0.39613
Word:pardoner cos:0.16814
Word:negotiation cos:-0.08814
Word:gumbinger cos:-0.10863
Word:manganos cos:-0.14832
Word:valiasr cos:-0.28478
Word:hardening cos:-0.18776
Word:bimantara cos:-0.02715
Word:demons cos:0.39124
Word:antihypertensive cos:-0.03005
Word:yilmaz cos:-0.01687
Word:assists_new cos:-0.05418
Word:dervishes cos:0.18587
Word:maryna cos:-0.38028
Word:yorkist cos:-0.07406
Word:midsummer cos:0.24017
Word:betterment cos:-0.00264
Word:reiki cos:0.01236
Word:castaic cos:-0.05594
Word:shane cos:0.31181
Word:malaparte cos:-0.19249
Word:outlier cos:0.23472
Word:hannett cos:-0.15381
Word:sjp cos:-0.08278
Word:publicaffairs cos:-0.12628
Word:panchami cos:0.11483
Word:troisi cos:-0.13882
Word:costea cos:-0.27443
Word:palmqvist cos:-0.14480
Word:dhanya cos:-0.22851
Word:slobodon cos:-0.51368
Word:jurisdiction cos:-0.01734
Word:insinuates cos:0.01334
Word:stickup cos:-0.06158
Word:schlafly cos:0.18114
Word:carné cos:-0.09338
Word:trivalved cos:-0.06235
Word:psychic cos:0.33129
Word:1.459 cos:-0.24115
Word:diplomatic cos:-0.08566
Word:nilsmark cos:0.00441
Word:myron cos:-0.03264
Word:siemen cos:-0.32425
Word:10.6 cos:0.00722
Word:agas cos:0.04161
Word:truancy cos:0.08632
Word:qingming cos:0.24864
Word:desuetude cos:-0.11334
Word:theodoor cos:-0.34274
Word:udbina cos:-0.16307
Word:anaesthesia cos:0.01158
Word:bognor cos:0.15606
Word:jazzman cos:-0.11121
Word:stipulates cos:-0.14440
Word:pacem cos:-0.23598
Word:87.95 cos:-0.32698
Word:sportsmanship cos:-0.01478
Word:kolok cos:0.05355
Word:daskalakis cos:-0.32749
Word:arrives cos:0.31738
Word:moyano cos:-0.28202
Word:surveys cos:0.13713
Word:alstyne cos:-0.11870
Word:morioka cos:-0.11948
Word:10.1 cos:0.04873
Word:ramapough cos:0.08021
Word:41.8 cos:-0.10541
Word:phobia cos:0.25498
Word:yoh cos:0.05349
Word:narciso cos:-0.08885
Word:ecclesiology cos:-0.24073
Word:100-200 cos:-0.08691
Word:ottesen cos:-0.16474
Word:defoliation cos:-0.02087
Word:houseboats cos:0.02179
Word:hawn cos:0.06573
Word:impairment cos:0.10311
Word:tobacconist cos:0.00742
Word:kroner cos:-0.04396
Word:hincmar cos:-0.36385
Word:whisks cos:0.11955
Word:dosimetry cos:-0.17190
Word:nizhny cos:-0.06092
Word:alkylation cos:-0.15166
Word:elysium cos:0.04752
Word:ursuline cos:0.03223
Word:domenik cos:-0.15320
Word:re-engage cos:-0.19614
Word:9.2 cos:0.03606
Word:shirov cos:-0.25264
Word:accreditation cos:-0.10526
Word:noster cos:-0.14124
Word:schmeichel cos:-0.02981
Word:mocatta cos:-0.00693
Word:tinny cos:0.13265
Word:9.1 cos:0.00852
Word:quadrangle cos:0.03094
Word:countersuit cos:-0.12081
Word:attributive cos:-0.06939
Word:benevolent cos:0.25000
Word:two-thirds cos:-0.04003
Word:beersheva cos:-0.06968
Word:induction cos:0.06702
Word:ecobank cos:-0.08554
Word:cac40 cos:-0.20832
Word:persuade cos:0.01605
Word:meyerhold cos:-0.16405
Word:cassidy cos:0.27923
Word:skonto cos:-0.16165
Word:arsakhanov cos:-0.12882
Word:periodicos cos:-0.11493
Word:armendáriz cos:0.02064
Word:coughing cos:0.34160
Word:capitan cos:-0.05613
Word:sörenstam cos:-0.04958
Word:labour cos:0.05189
Word:klk cos:-0.17517
Word:10.2 cos:0.01653
Word:lucchini cos:-0.08366
Word:tschudi cos:-0.06919
Word:pilsudski cos:-0.15865
Word:naps cos:0.14720
Word:jialiang cos:-0.43482
Word:debouches cos:0.03165
Word:tzara cos:-0.00934
Word:bruford cos:-0.03942
Word:belanger cos:-0.08877
Word:re-granted cos:-0.15243
Word:inspection cos:0.10894
Word:mart?nez cos:0.02639
Word:aquitanian cos:0.01514
Word:convergence cos:-0.02815
Word:belarussian cos:-0.20159
Word:secours cos:0.09878
Word:bores cos:0.15295
Word:rheumatism cos:0.13750
Word:aix-marseille cos:-0.26114
Word:2,266 cos:-0.38898
Word:phantom cos:0.51403
Word:biker cos:0.44478
Word:goerdeler cos:-0.26324
Word:vitelloni cos:-0.04160
Word:suguri cos:-0.12253
Word:enckelman cos:-0.07514
Word:trimmel cos:-0.35726
Word:stcw cos:-0.18564
Word:3-27 cos:-0.19738
Word:northern cos:0.24545
Word:wanes cos:-0.09261
Word:nurses cos:0.21814
Word:onandi cos:-0.13610
Word:shishman cos:-0.26464
Word:mid-2011 cos:-0.26233
Word:handwriting cos:0.17630
Word:2:18:47 cos:-0.27322
Word:sevran cos:-0.47949
Word:mid-2006 cos:-0.24393
Word:xm cos:0.10243
Word:krayzie cos:0.14785
Word:evista cos:0.27213
Word:glioblastoma cos:-0.01003
Word:undergoes cos:0.06203
Word:bruntland cos:-0.23268
Word:preinvasion cos:-0.19786
Word:sinkhole cos:0.12823
Word:diversionary cos:0.13173
Word:rowsch cos:-0.36567
Word:tahiti cos:0.18683
Word:lexicographical cos:-0.24671
Word:one-half cos:-0.10699
Word:3.0-percent cos:-0.12353
Word:zamka cos:-0.23057
Word:sahraoui cos:-0.32881
Word:alhaznawi cos:-0.29777
Word:schäffer cos:-0.09825
Word:annualized cos:-0.07880
Word:garage-rock cos:-0.03012
Word:imply cos:0.06635
Word:premack cos:-0.46172
Word:nistelrooy cos:0.03185
Word:lagardere cos:-0.03864
Word:damione cos:-0.32907
Word:hepworth cos:-0.06391
Word:grandell cos:-0.26775
Word:comotto cos:0.08388
Word:policy cos:0.09008
Word:re-scheduled cos:-0.07411
Word:british cos:0.32549
Word:1653 cos:-0.06312
Word:wigman cos:0.04729
Word:majhi cos:-0.21891
Word:under-age cos:-0.08401
Word:burhanpur cos:-0.24439
Word:84.15 cos:-0.23041
Word:antiplatelet cos:-0.06013
Word:tablature cos:-0.07510
Word:emerged cos:0.24405
Word:golb cos:-0.08662
Word:rupprath cos:-0.21985
Word:leanza cos:-0.31181
Word:generalfeldmarschall cos:-0.15715
Word:shebab cos:0.08912
Word:berardino cos:-0.10887
Word:susans cos:0.20644
Word:matagalpa cos:-0.26611
Word:reaction cos:0.16207
Word:daffney cos:-0.09886
Word:allopurinol cos:-0.07934
Word:ligations cos:-0.12884
Word:58.4 cos:-0.16285
Word:all-professional cos:-0.21434
Word:diels-alder cos:-0.18870
Word:requiem cos:0.24982
Word:warfare cos:0.19241
Word:headwaters cos:0.13976
Word:declaration cos:-0.14405
Word:non-olympic cos:-0.27263
Word:leipold cos:-0.03567
Word:treaty cos:-0.13807
Word:44.6 cos:-0.03012
Word:tnt cos:0.10991
Word:1657 cos:-0.11045
Word:55,000-seat cos:-0.19067
Word:step cos:0.20578
Word:plasterk cos:-0.27766
Word:ichthyological cos:-0.26081
Word:nemegt cos:-0.15986
Word:petzold cos:-0.26178
Word:momir cos:-0.33880
Word:cerrejón cos:-0.31343
Word:germline cos:-0.03431
Word:kinesis cos:-0.16490
Word:toponymic cos:0.17136
Word:pinos cos:-0.19104
Word:1.095 cos:-0.21681
Word:yuzhno-sakhalinsk cos:-0.09156
Word:corsica cos:0.11445
Word:adjective cos:0.22548
Word:truckee cos:0.03716
Word:stottlemyre cos:-0.01510
Word:cesselesse cos:-0.15603
Word:tobishima cos:-0.26511
Word:96.70 cos:-0.17041
Word:rollovers cos:0.05374
Word:nankoweap cos:-0.22676
Word:cornermen cos:-0.01675
Word:mechanics cos:0.10527
Word:orthez cos:-0.13735
Word:hickel cos:-0.30846
Word:drugmaker cos:0.06700
Word:principle cos:0.00671
Word:nonsteroidal cos:0.04352
Word:fricative cos:0.20959
Word:rayne cos:-0.03220
Word:548th cos:-0.33621
Word:gilhooley cos:-0.17938
Word:7,940 cos:-0.47191
Word:adductor cos:0.11823
Word:sapir cos:-0.08563
Word:ifni cos:-0.37533
Word:pied cos:0.35627
Word:dialectal cos:0.05675
Word:teoctist cos:-0.22391
Word:practice cos:0.34805
Word:aldabra cos:0.20827
Word:1.4840 cos:-0.20594
Word:sidewise cos:-0.09004
Word:supports cos:0.11342
Word:mads cos:-0.07949
Word:calve cos:0.10270
Word:chiropractic cos:0.05290
Word:castillian cos:-0.10910
Word:taker cos:0.24702
Word:verdi cos:0.07029
Word:garb cos:0.30326
Word:herzliya cos:-0.00550
Word:experimenter cos:0.08352
Word:merck cos:0.09451
Word:uffizi cos:-0.01388
Word:flexion cos:-0.02678
Word:bingo cos:0.39609
Word:counterpoint cos:-0.04302
Word:enacting cos:-0.03218
Word:bertha cos:0.21071
Word:2-69 cos:-0.15427
Word:tzadik cos:-0.05397
Word:ponzo cos:-0.30277
Word:parenthood cos:0.14190
Word:aches cos:0.25516
Word:assuage cos:-0.12353
Word:kilts cos:0.07929
Word:kroq cos:0.09172
Word:9.8 cos:-0.00004
Word:peackeeping cos:-0.11286
Word:rhythmic cos:0.06403
Word:prp cos:0.12330
Word:nzapali cos:-0.25141
Word:long-standing cos:-0.09064
Word:48.21 cos:-0.40985
Word:molander cos:-0.13218
Word:baur cos:-0.00333
Word:donofrio cos:0.02515
Word:pajitnov cos:-0.21501
Word:refractory cos:-0.07377
Word:underwriter cos:0.03221
Word:agoa cos:0.12450
Word:deiniol cos:-0.21226
Word:49.9 cos:0.08717
Word:austerities cos:0.04755
Word:penedo cos:-0.05179
Word:endodontic cos:-0.06857
Word:hiler cos:-0.39148
Word:gung-ho cos:-0.13876
Word:mid-1993 cos:-0.32303
Word:jazz/rock cos:-0.13889
Word:hreidarsson cos:0.00003
Word:glass-steagall cos:-0.09586
Word:djue cos:-0.36935
Word:reodica cos:-0.12939
Word:androids cos:0.30554
Word:gereshk cos:0.02227
Word:beranek cos:-0.10198
Word:jailhouse cos:0.03499
Word:c60 cos:-0.12861
Word:skepticism cos:-0.06288
Word:8.1 cos:0.02121
Word:99-percent cos:-0.10406
Word:l.m. cos:-0.00452
Word:tract cos:0.26028
Word:huta cos:0.03804
Word:baozhong cos:-0.07040
Word:kodama cos:-0.16086
Word:schönberg cos:-0.18305
Word:pbx cos:-0.02343
Word:ponnambalam cos:-0.15403
Word:10.3 cos:0.04108
Word:zige cos:-0.10016
Word:7.4 cos:0.04213
Word:mid-2007 cos:-0.21402
