Word:92.22 cos:-0.23692
Word:r22 cos:-0.01397
Word:anisha cos:-0.28894
Word:desensitizing cos:-0.33648
Word:siksik cos:-0.21463
Word:goldbloom cos:-0.28325
Word:katsutoshi cos:-0.38096
Word:wakf cos:0.05264
Word:stagy cos:-0.45552
Word:lunin cos:-0.28379
Word:tamminen cos:-0.22890
Word:malaya cos:0.10658
Word:coatless cos:-0.42735
Word:callicebus cos:-0.21705
Word:64.90 cos:-0.26522
Word:supremacy cos:0.35631
Word:vrana cos:-0.31486
Word:kartono cos:-0.33466
Word:mudra cos:-0.04816
Word:criminalizes cos:-0.23783
Word:seringapatam cos:-0.11052
Word:ramaley cos:-0.34796
Word:59.50 cos:-0.14941
Word:theodorou cos:-0.30899
Word:50-60 cos:-0.38634
Word:lynwood cos:-0.16340
Word:10,667 cos:-0.25669
Word:karakol cos:-0.30744
Word:instinctual cos:-0.28449
Word:severinghaus cos:-0.41140
Word:sproat cos:-0.10406
Word:sunnism cos:-0.42690
Word:gondo cos:-0.49045
Word:pollet cos:-0.28946
Word:hallucinated cos:-0.28419
Word:426th cos:-0.31364
Word:ní cos:-0.08371
Word:lewdly cos:-0.37096
Word:51.15 cos:-0.22982
Word:ilias cos:0.00676
Word:medicare cos:-0.02078
Word:intellisense cos:-0.33039
Word:1-0-9-0 cos:-0.13319
Word:sts-135 cos:-0.09283
Word:flooz cos:-0.35668
Word:nolde cos:-0.34157
Word:nujiang cos:-0.29758
Word:anterselva cos:-0.48359
Word:proserpine cos:-0.08177
Word:tramples cos:-0.22633
Word:grandstander cos:-0.35090
Word:esteemed cos:0.12751
Word:nrf2 cos:-0.49692
Word:cholakov cos:-0.45264
Word:gwendolen cos:0.02111
Word:captain cos:0.67892
Word:jeyaseelan cos:0.00306
Word:59.81 cos:-0.30096
Word:wnbl cos:0.11868
Word:aldana cos:-0.26636
Word:hoffe cos:-0.34193
Word:zenobia cos:-0.06890
Word:wifely cos:0.05618
Word:moniz cos:-0.25939
Word:calaway cos:-0.09098
Word:coachman cos:0.02692
Word:unreality cos:-0.07912
Word:69.76 cos:-0.33314
Word:sepulchre cos:0.11266
Word:vengefully cos:-0.50313
Word:jastrzębie cos:-0.49956
Word:stentorian cos:-0.05182
Word:cobas cos:-0.27227
Word:gelida cos:-0.39027
Word:gaitonde cos:-0.27529
Word:35.92 cos:-0.33568
Word:muluk cos:-0.08466
Word:carantania cos:-0.16107
Word:stumble cos:-0.02033
Word:vollum cos:-0.09342
Word:bookwalter cos:0.00879
Word:fitzherbert cos:-0.07594
Word:carmellini cos:-0.23223
Word:74.10 cos:-0.27896
Word:amilakhvari cos:-0.20433
Word:budki cos:-0.48649
Word:posturings cos:-0.43864
Word:writer cos:0.34718
Word:rajpipla cos:-0.42093
Word:50.25 cos:-0.19345
Word:loud-mouthed cos:-0.28271
Word:esthetician cos:-0.26963
Word:ramayya cos:-0.33163
Word:chelsea cos:0.33477
Word:unsustainably cos:-0.25802
Word:36.17 cos:-0.44131
Word:ravindran cos:-0.34334
Word:35.01 cos:-0.39440
Word:luxuriously cos:-0.13405
Word:self-regulation cos:-0.25092
Word:maylee cos:-0.22907
Word:woolfolk cos:0.06873
Word:96-97 cos:-0.17662
Word:bhikkhuni cos:-0.09241
Word:int cos:0.10367
Word:laccadive cos:-0.05388
Word:hellier cos:-0.05252
Word:nanchang cos:-0.14942
Word:40.88 cos:-0.32081
Word:cisar cos:-0.04354
Word:over-protective cos:-0.22033
Word:steeplejack cos:-0.34339
Word:merli cos:-0.27083
Word:47.90 cos:-0.24028
Word:yüksel cos:-0.38068
Word:ramda cos:-0.21691
Word:dikembe cos:0.10442
Word:42.01 cos:-0.36181
Word:martella cos:-0.07293
Word:subcaste cos:-0.30323
Word:preston cos:0.49732
Word:goshu cos:-0.51637
Word:covenant cos:0.19137
Word:yaksha cos:0.03082
Word:75.56 cos:-0.30018
Word:oryx cos:0.15000
Word:57.40 cos:-0.30213
Word:taupin cos:-0.00694
Word:gossec cos:-0.37246
Word:ec-121 cos:0.08887
Word:kolle cos:-0.21142
Word:70.91 cos:-0.43736
Word:volcanology cos:-0.13919
Word:self-launching cos:-0.21659
Word:jilts cos:-0.10396
Word:nabu cos:-0.09572
Word:arendt cos:0.00551
Word:39.91 cos:-0.33011
Word:religioso cos:-0.37313
Word:furuhovde cos:-0.03253
Word:navalkar cos:-0.43731
Word:nano-scale cos:-0.41696
Word:non-economic cos:-0.22933
Word:novey cos:-0.44531
Word:noctule cos:-0.09753
Word:73.67 cos:-0.38413
Word:vishnugupta cos:-0.43030
Word:baglai cos:-0.30061
Word:disrobes cos:-0.43962
Word:71.24 cos:-0.31845
Word:alegre cos:-0.20194
Word:helland cos:0.01303
Word:s.p. cos:0.05360
Word:yusin cos:-0.35451
Word:caddish cos:-0.17234
Word:fehim cos:-0.50529
Word:yunxia cos:-0.32882
Word:lcpl cos:-0.25917
Word:lanre cos:-0.49668
Word:macgyver cos:0.10232
Word:manjhi cos:-0.48473
Word:chani cos:-0.24117
Word:proofread cos:-0.19461
Word:paf cos:0.10279
Word:wcup cos:-0.15617
Word:ramipril cos:-0.49744
Word:66.42 cos:-0.39256
Word:kadijk cos:-0.24319
Word:multiscreen cos:-0.29698
Word:kielland cos:0.04481
Word:nesi cos:-0.36498
Word:heglig cos:-0.23963
Word:somberly cos:-0.16409
Word:lifegift cos:-0.31711
Word:hangnail cos:-0.38608
Word:non-slip cos:-0.34369
Word:somehow cos:0.21729
Word:68.6 cos:-0.33555
Word:krasny cos:-0.33924
Word:tatran cos:-0.13011
Word:xiao-mei cos:-0.37363
Word:oleaginous cos:-0.38010
Word:a-26 cos:0.23261
Word:qadri cos:-0.08408
Word:tarculovsky cos:-0.13730
Word:qahar cos:-0.23999
Word:play-doh cos:-0.40209
Word:stringtown cos:-0.34010
Word:metacritic.com cos:-0.31759
Word:oughterard cos:-0.38273
Word:vidocq cos:-0.19103
Word:naxxar cos:-0.08344
Word:esolar cos:-0.44055
Word:cardizem cos:-0.37871
Word:feaf cos:-0.12896
Word:uí cos:0.03502
Word:62.2 cos:-0.30003
Word:sukuk cos:-0.13955
Word:pignon cos:-0.30317
Word:coffield cos:0.07275
Word:loosed cos:-0.14705
Word:57.51 cos:-0.37433
Word:abhaya cos:-0.11894
Word:61.10 cos:-0.36818
Word:falconí cos:-0.42466
Word:yograj cos:-0.18812
Word:bintulu cos:-0.29069
Word:little cos:0.44177
Word:dagmara cos:-0.43423
Word:sieg cos:0.16562
Word:c.o. cos:0.10213
Word:felixstowe cos:0.02967
Word:emmure cos:-0.36367
Word:52.25 cos:-0.25293
Word:seemed cos:0.22058
Word:kurohime cos:-0.23849
Word:mithu cos:-0.41757
Word:lifestrategy cos:-0.19884
Word:quahog cos:0.02864
Word:creations cos:0.14302
Word:fennessy cos:-0.24826
Word:maximum-security cos:-0.06978
Word:aeritalia cos:-0.32523
Word:59.47 cos:-0.38642
Word:saleem cos:-0.04542
Word:cairns cos:0.10105
Word:maughold cos:-0.08993
Word:borden cos:0.17767
Word:76.85 cos:-0.33211
Word:dilman cos:-0.30820
Word:beagle cos:0.28656
Word:wilted cos:-0.12405
Word:kreitzer cos:-0.39094
Word:forlines cos:-0.10917
Word:banales cos:-0.41751
Word:mainbocher cos:-0.30219
Word:kirschke cos:-0.23828
Word:victorine cos:-0.20486
Word:casasola cos:-0.31492
Word:wollo cos:-0.18555
Word:kundu cos:-0.23115
Word:saltwood cos:-0.28262
Word:faid cos:-0.31419
Word:telegraphs cos:-0.04086
Word:53-nation cos:-0.07675
Word:whatnot cos:-0.33972
Word:plunderers cos:-0.30771
Word:steve-o cos:-0.28453
Word:venutius cos:-0.31515
Word:dyea cos:-0.51810
Word:.369 cos:-0.08555
Word:smillie cos:-0.06057
Word:upcott cos:-0.15228
Word:skurka cos:-0.28088
Word:synaxaria cos:-0.33368
Word:sts-116 cos:-0.13731
Word:stord cos:-0.29213
Word:germay cos:-0.55512
Word:woolmer cos:0.14018
Word:63.56 cos:-0.21602
Word:tangeman cos:-0.34245
Word:spacecrafts cos:-0.29110
Word:fuchida cos:-0.15990
Word:cyrano cos:0.06016
Word:ruttan cos:-0.43341
Word:khaba cos:-0.19222
Word:45.59 cos:-0.42179
Word:wenzhao cos:-0.24717
Word:65.70 cos:-0.24510
Word:tesser cos:-0.30345
Word:al-jaber cos:-0.35815
Word:hawks cos:0.36453
Word:victimhood cos:-0.18825
Word:mckown cos:-0.19266
Word:albiston cos:-0.28863
Word:ringler cos:-0.15334
Word:ankrah cos:-0.28385
Word:sunderland cos:0.42529
Word:brimah cos:-0.44273
Word:anti-mutant cos:-0.14964
Word:kastav cos:-0.50137
Word:menai cos:-0.03844
Word:anhang cos:-0.05135
Word:72.25 cos:-0.16375
Word:derogative cos:-0.30549
Word:rolfsen cos:-0.38731
Word:christiansborg cos:-0.05968
Word:bhaichung cos:-0.09884
Word:zwickauer cos:-0.29435
Word:81.38 cos:-0.34022
Word:awi cos:-0.18470
Word:bovina cos:-0.10623
Word:weddell cos:0.22686
Word:ppl cos:-0.04283
Word:tradeable cos:-0.26493
Word:hetian cos:-0.19577
Word:eiling cos:-0.23441
Word:østergaard cos:-0.31702
Word:angelicum cos:0.07846
Word:colorfulness cos:-0.27289
Word:5,250 cos:-0.31189
Word:armband cos:0.37167
Word:entheogen cos:-0.20634
Word:langan cos:-0.20421
Word:day26 cos:-0.17583
Word:update2 cos:0.11246
Word:flavian cos:-0.09571
Word:kanika cos:-0.28774
Word:repetitiveness cos:-0.27431
Word:118.06 cos:-0.13369
Word:hairlessness cos:-0.38873
Word:squidgy cos:-0.16501
Word:ruoxi cos:-0.48353
Word:pinho cos:-0.30446
Word:sampford cos:-0.11307
Word:77.79 cos:-0.36585
Word:cominform cos:-0.27155
Word:micronized cos:-0.40426
Word:bouka cos:-0.18153
Word:laugh-in cos:0.17032
Word:artzt cos:0.02066
Word:helleu cos:-0.31229
Word:2,685 cos:-0.44659
Word:nadruku cos:-0.16771
Word:ramanujam cos:-0.40586
Word:misha cos:-0.05565
Word:hypnotise cos:-0.39955
Word:whitby cos:0.03126
Word:kállay cos:-0.24802
Word:brazeal cos:-0.29150
Word:appling cos:-0.07328
Word:aku cos:-0.08630
Word:flex cos:-0.02092
Word:wmc cos:0.14569
Word:shaman cos:0.16410
Word:showmen cos:-0.01843
Word:eigeman cos:-0.06648
Word:childishly cos:-0.28180
Word:42.05 cos:-0.34908
Word:12.1-inch cos:-0.05365
Word:filipowicz cos:-0.39835
Word:gounaris cos:-0.38521
Word:52.40 cos:-0.40342
Word:seraphic cos:-0.25981
Word:quaresma cos:-0.07051
Word:charkaoui cos:-0.16582
Word:chaldia cos:-0.42337
Word:64.8 cos:-0.30967
Word:foregrounding cos:-0.35849
Word:re-assignment cos:-0.34500
Word:susanthika cos:-0.01477
Word:teeley cos:-0.29567
Word:oh-58 cos:0.12354
Word:micromanages cos:-0.45060
Word:gmg cos:-0.01716
Word:pironkova cos:-0.09553
Word:abolition cos:0.01394
Word:maleeva cos:-0.12460
Word:hara-kiri cos:-0.25839
Word:carlesimo cos:0.21142
Word:nkt cos:-0.17988
Word:swigart cos:-0.29666
Word:lensman cos:0.15774
Word:catania cos:-0.05656
Word:familiar cos:0.27660
Word:lambada cos:-0.10867
Word:18.08 cos:-0.36247
Word:emeric cos:-0.11266
Word:boboc cos:-0.23132
Word:bintliff cos:-0.17665
Word:swygert cos:-0.09877
Word:sotra cos:-0.37452
Word:donlevy cos:0.00970
Word:noah cos:0.31032
Word:neame cos:0.11140
Word:mcmahon cos:0.44516
Word:kaptan cos:-0.27993
Word:kandy cos:-0.05014
Word:reald cos:-0.23766
Word:37.15 cos:-0.26198
Word:siggeir cos:-0.19059
Word:upshaw cos:0.19914
Word:ciołek cos:-0.06322
Word:ebl cos:0.13401
Word:herrlin cos:-0.00952
Word:anlaby cos:-0.13928
Word:prius cos:-0.11647
Word:kabui cos:-0.16337
Word:starfield cos:-0.29191
Word:121.62 cos:-0.14170
Word:m‘neile cos:-0.21903
Word:javed cos:0.03443
Word:erhaab cos:-0.33030
Word:53.10 cos:-0.35123
Word:66.40 cos:-0.28677
Word:322nd cos:-0.17995
Word:eleanore cos:-0.27823
Word:taghipour cos:-0.35135
Word:dulla cos:-0.31443
Word:woelfel cos:-0.14807
Word:reciting cos:0.08738
Word:mcculloh cos:-0.21858
Word:townsends cos:-0.28267
Word:musella cos:-0.37570
Word:39.36 cos:-0.40998
Word:well-run cos:-0.44797
Word:ameristeel cos:-0.31236
Word:shahid cos:0.02773
Word:boq cos:-0.13524
Word:karlowicz cos:-0.53427
Word:llantrisant cos:-0.15568
Word:8-javier cos:-0.17359
Word:creator cos:0.44253
Word:71.45 cos:-0.25623
Word:bompart cos:-0.22226
Word:monosodium cos:-0.04521
Word:pinnock cos:-0.15678
Word:lovsan cos:-0.20882
Word:kuehnert cos:-0.18164
Word:annabi cos:-0.03749
Word:yanzhao cos:-0.22366
Word:krige cos:-0.00150
Word:lozzi cos:-0.15885
Word:loll cos:-0.35816
Word:duncanville cos:-0.19490
Word:anti-intellectualism cos:-0.35072
Word:roimata cos:-0.26057
Word:caucaunibuca cos:-0.04000
Word:kilimanoor cos:-0.31073
Word:burnhope cos:-0.39121
Word:obscuration cos:-0.28445
Word:muffling cos:-0.33095
Word:movieland cos:-0.36677
Word:supress cos:-0.40028
Word:cerulean cos:0.11907
Word:39.79 cos:-0.33708
Word:delinking cos:-0.27395
Word:pifer cos:-0.19958
Word:sigurd cos:0.16471
Word:frostating cos:-0.20766
Word:roosa cos:-0.04894
Word:nymph cos:0.06562
Word:krylenko cos:-0.13298
Word:vertiginidae cos:-0.13259
Word:117.63 cos:-0.09401
Word:bangaru cos:-0.28676
Word:alternans cos:-0.18784
Word:binu cos:-0.46997
Word:repelling cos:-0.17221
Word:jiminy cos:0.03547
Word:gersen cos:-0.29793
Word:monterisi cos:-0.37996
Word:dunning cos:0.17143
Word:pazuzu cos:-0.00019
Word:deconvolution cos:-0.34720
Word:tonalism cos:-0.36650
Word:koumoutsakos cos:-0.00699
Word:odgen cos:-0.42528
Word:zworykin cos:-0.28471
Word:75.25 cos:-0.17172
Word:entreated cos:-0.16813
Word:randell cos:0.15065
Word:mcenroe cos:0.24612
Word:mukuka cos:-0.43026
Word:punitively cos:-0.40441
Word:lagavulin cos:-0.33117
Word:38.8 cos:-0.27790
Word:fest cos:0.02099
Word:cosin cos:0.02297
Word:denaturalization cos:-0.26635
Word:backrest cos:-0.21119
Word:bretherton cos:-0.07827
Word:sword-wielding cos:-0.13186
Word:71.17 cos:-0.40176
Word:fiberoptic cos:-0.25000
Word:ippolita cos:-0.40605
Word:80.68 cos:-0.32705
Word:masiulis cos:-0.51940
Word:sterman cos:-0.24571
Word:demonically cos:-0.05053
Word:recoup cos:-0.03699
Word:mavi cos:-0.04055
Word:wysong cos:-0.33430
Word:bapineuzumab cos:-0.49637
Word:montefeltro cos:-0.07311
Word:zuberi cos:-0.33187
Word:letowski cos:-0.11116
Word:gill cos:0.41797
Word:utö cos:-0.40674
Word:oake cos:0.05467
Word:esrange cos:-0.45011
Word:držić cos:-0.36381
Word:23.96 cos:-0.26520
Word:vbac cos:-0.58499
Word:lightbody cos:-0.06337
Word:imanaliyev cos:-0.61776
Word:flinx cos:-0.04756
Word:bagshaw cos:-0.05898
Word:hanzhi cos:-0.21397
Word:leatherface cos:0.06548
Word:silurians cos:-0.05755
Word:magomayev cos:-0.24593
Word:anti-russian cos:-0.14866
Word:imputed cos:0.01806
Word:hackleman cos:-0.29525
Word:bronwyn cos:0.04117
Word:swill cos:-0.26556
Word:dagerman cos:-0.15166
Word:meneghini cos:-0.39190
Word:oly cos:-0.06388
Word:michigan-based cos:-0.19611
Word:gregorius cos:0.00117
Word:doidge cos:-0.36398
Word:75.94 cos:-0.22391
Word:32.46 cos:-0.32172
Word:pulsatile cos:-0.38565
Word:submissiveness cos:-0.15925
Word:ss-brigadeführer cos:0.03897
Word:muzak cos:-0.18008
Word:anything cos:0.31569
Word:n'diaye cos:-0.20493
Word:tavriya cos:0.02194
Word:fugacity cos:-0.23945
Word:miniaturized cos:-0.29930
Word:cornick cos:-0.24331
Word:chire cos:-0.26322
Word:haiyun cos:-0.20675
Word:ammolite cos:-0.45182
Word:tywin cos:-0.14602
Word:larochelle cos:-0.33589
Word:aysgarth cos:-0.29723
Word:moroni cos:-0.06789
Word:słupsk cos:-0.07910
Word:bentivegna cos:-0.40399
Word:weissenberg cos:-0.21199
Word:sabit cos:-0.26569
Word:oratorios cos:-0.12680
Word:www.quicken.com cos:-0.17276
Word:potholder cos:-0.37267
Word:jaffri cos:-0.44950
Word:goodin cos:-0.16354
Word:half-volley cos:-0.31860
Word:debeck cos:-0.00473
Word:tirado cos:-0.31123
Word:71.28 cos:-0.33278
Word:sanderstead cos:-0.32346
Word:gering cos:-0.38224
Word:beara cos:-0.33752
Word:thaçi cos:-0.19305
Word:cluelessly cos:-0.50273
Word:rodolph cos:-0.14320
Word:legitimating cos:-0.36096
Word:letelier cos:0.00185
Word:41.79 cos:-0.44089
Word:onate cos:-0.22742
Word:botham cos:0.13615
Word:u20 cos:0.05262
Word:academi cos:-0.03850
Word:harcourt cos:0.19284
Word:sindbad cos:0.06445
Word:robertkiri cos:-0.38995
Word:favata cos:-0.43218
Word:figuring cos:-0.07445
Word:78.80 cos:-0.40589
Word:saaf cos:0.06546
Word:scodelario cos:-0.19760
Word:einbeck cos:-0.44198
Word:morrison cos:0.46256
Word:brisebois cos:0.03237
Word:gilberte cos:-0.21058
Word:hosseinpour cos:-0.28475
Word:baren cos:-0.43835
Word:31.84 cos:-0.34304
Word:masterson cos:0.41984
Word:horgan cos:0.21668
Word:retune cos:-0.29173
Word:tumski cos:-0.44281
Word:trelane cos:-0.29254
Word:indiana-based cos:-0.30687
Word:anesthetizing cos:-0.39774
Word:wanning cos:-0.44784
Word:gedaliah cos:-0.12661
Word:wicke cos:-0.24584
Word:voice-mail cos:-0.26463
Word:32.64 cos:-0.39758
Word:licentious cos:-0.19722
Word:salmela cos:-0.24349
Word:chiesa cos:-0.07488
Word:aasa cos:-0.31732
Word:neptunian cos:-0.30817
Word:banggai cos:-0.30314
Word:kanga cos:0.02711
Word:kiryu cos:-0.05529
Word:shesha cos:-0.06348
Word:75.74 cos:-0.28071
Word:variable-speed cos:-0.39060
Word:33.07 cos:-0.36951
Word:mutombo cos:0.11046
Word:sangeet cos:0.00940
Word:vandevelde cos:-0.14352
Word:61.70 cos:-0.33695
Word:schabort cos:-0.33343
Word:rashness cos:-0.13621
Word:hayley cos:0.14624
Word:hanaka cos:-0.16220
Word:aptx cos:-0.47306
Word:elliptically cos:-0.28473
Word:insincerely cos:-0.28720
Word:eliott cos:-0.05593
Word:legibility cos:-0.29466
Word:50.63 cos:-0.42614
Word:tuinei cos:-0.01073
Word:sulfonylureas cos:-0.28925
Word:43.95 cos:-0.35207
Word:thouvenot cos:-0.26436
Word:syros cos:-0.28453
Word:hedong cos:-0.15276
Word:34.66 cos:-0.38421
Word:francescato cos:-0.48036
Word:ramadhan cos:-0.15255
Word:becker cos:0.22842
Word:himelstein cos:-0.27192
Word:binging cos:-0.41738
Word:sunyata cos:-0.12192
Word:jochems cos:-0.26428
Word:macugen cos:-0.58941
Word:migereko cos:-0.47953
Word:fages cos:-0.20684
Word:parrot cos:0.14018
Word:wrong cos:0.27928
Word:hoskin cos:-0.05365
Word:narghile cos:-0.36873
Word:singel cos:-0.14794
Word:muskox cos:-0.37311
Word:titania cos:-0.00668
Word:vlazny cos:-0.08691
Word:treg cos:-0.10713
Word:superparamagnetic cos:-0.21445
Word:bruinsma cos:-0.16737
Word:assauer cos:-0.06507
Word:zulic cos:-0.35359
Word:teiken cos:-0.13851
Word:garageband cos:-0.25973
Word:krop cos:-0.14442
Word:abady cos:-0.13082
Word:lorikeet cos:0.00362
Word:collimated cos:-0.12283
Word:pdo cos:-0.10678
Word:57.77 cos:-0.41942
Word:shrady cos:-0.30573
Word:mckelvy cos:-0.40207
Word:angèle cos:-0.23470
Word:countertransference cos:-0.24896
Word:honjō cos:-0.27626
Word:angelia cos:-0.11424
Word:tuvia cos:0.01948
Word:elis cos:0.00096
Word:ailred cos:-0.33978
Word:badger cos:0.26488
Word:bakken cos:-0.07029
Word:medard cos:-0.04206
Word:simocatta cos:-0.45502
Word:saraceni cos:-0.21386
Word:39.60 cos:-0.26502
Word:gentrified cos:-0.37791
Word:tuned cos:-0.04151
Word:oswald cos:0.35442
Word:www.princess.com cos:-0.19972
Word:outlawry cos:-0.09731
Word:quinton cos:0.26436
Word:ucci cos:-0.34792
Word:gutnish cos:-0.23182
Word:60.55 cos:-0.32459
Word:yodobashi cos:-0.10431
Word:tartikoff cos:0.15210
Word:impetuously cos:-0.17311
Word:offramps cos:-0.39790
Word:isel cos:-0.25248
Word:107.90 cos:-0.09789
Word:76.56 cos:-0.35748
Word:philpott cos:-0.14715
Word:yermakov cos:-0.41227
Word:meninga cos:-0.02066
Word:basharat cos:-0.17286
Word:tszyu cos:0.01284
Word:norby cos:-0.10448
Word:apolloni cos:-0.14290
Word:sanctifies cos:-0.54630
Word:ice-breaking cos:-0.17876
Word:29.79 cos:-0.32646
Word:madho cos:-0.28508
Word:aeron cos:-0.13629
Word:agitational cos:-0.38785
Word:linsley cos:-0.05057
Word:3,820 cos:-0.39939
Word:* cos:0.14986
Word:pittville cos:-0.37001
Word:karmin cos:-0.14845
Word:warcry cos:-0.15477
Word:mactavish cos:0.20577
Word:73.25 cos:-0.06110
Word:chandru cos:-0.14339
Word:brylawski cos:-0.38508
Word:culina cos:0.07524
Word:afo cos:-0.27107
Word:kunitsyn cos:-0.04957
Word:jondalar cos:-0.30766
Word:filioque cos:0.10371
Word:disease-free cos:-0.28456
Word:gilboa cos:-0.22285
Word:senshi cos:0.16991
Word:bunkerlike cos:-0.42680
Word:acomplia cos:-0.16927
Word:laputa cos:-0.03805
Word:thorax cos:0.05465
Word:ervil cos:-0.31723
Word:khullar cos:-0.22749
Word:1.5455 cos:-0.14286
Word:breon cos:-0.38644
Word:grunter cos:-0.21216
Word:gowa cos:-0.30193
Word:glazebrook cos:-0.23335
Word:isami cos:-0.42630
Word:fagundes cos:-0.35037
Word:rozell cos:-0.14460
Word:31.48 cos:-0.37088
Word:64.30 cos:-0.23017
Word:infigen cos:-0.32517
Word:rmaf cos:0.11761
Word:toula cos:-0.18953
Word:59.40 cos:-0.31395
Word:siliwangi cos:-0.01796
Word:longyear cos:-0.18355
Word:heisey cos:-0.22877
Word:eusebia cos:-0.16289
Word:shori cos:-0.35714
Word:asmahan cos:-0.16433
Word:court-appointed cos:0.10195
Word:radelet cos:-0.19381
Word:chandi cos:-0.09604
Word:artiness cos:-0.51616
Word:pulsated cos:-0.43906
Word:1.5535 cos:-0.06086
Word:tague cos:-0.01480
Word:titer cos:-0.29948
Word:dunis cos:-0.25048
Word:dullsville cos:-0.48807
Word:jeanetta cos:-0.34799
Word:hardly cos:0.18609
Word:parn cos:-0.33755
Word:samsuddin cos:-0.38023
Word:louisine cos:-0.28669
Word:garreton cos:-0.00787
Word:6,040 cos:-0.44461
Word:96-hour cos:-0.31245
Word:funafuti cos:-0.20182
Word:nro cos:-0.11819
Word:hatendi cos:-0.36550
Word:2301 cos:-0.10914
Word:angley cos:-0.33526
Word:cowshed cos:-0.40647
Word:lobbies cos:-0.21354
Word:casc cos:-0.10729
Word:toxic cos:-0.00105
Word:morioka cos:-0.10276
Word:brit-cit cos:-0.40178
Word:88-day cos:-0.13684
Word:pridemore cos:-0.35753
Word:bent cos:0.22402
Word:14.76 cos:-0.33577
Word:delgaudio cos:-0.40809
Word:pendulums cos:-0.25167
Word:45.48 cos:-0.40791
Word:prabhu cos:-0.05360
Word:banques cos:-0.12683
Word:azizur cos:-0.22460
Word:oberstdorf cos:-0.16389
Word:212-621-5449 cos:-0.00015
Word:3,675 cos:-0.37953
Word:43.59 cos:-0.30731
Word:personalized cos:-0.02982
Word:aihl cos:-0.02182
Word:heptullah cos:-0.43862
Word:dearaugo cos:-0.09460
Word:ibsen cos:0.02347
Word:ungovernability cos:-0.44714
Word:cued cos:-0.47642
Word:goldbergglobe.com cos:-0.28831
Word:seawright cos:-0.31329
Word:gloger cos:-0.15402
Word:mackaye cos:0.10015
Word:valle cos:-0.12103
Word:surace cos:-0.27622
Word:gla cos:-0.13733
Word:faudel cos:-0.38135
Word:hakan cos:-0.02732
Word:60.50 cos:-0.14253
Word:repurposing cos:-0.30865
Word:mcmillan cos:0.31497
Word:smrt cos:-0.15387
Word:whiten cos:0.04098
Word:68.10 cos:-0.30100
Word:admixture cos:-0.28186
Word:mahoso cos:-0.39792
Word:swish cos:-0.31410
Word:sargam cos:-0.09214
Word:cutman cos:-0.19923
Word:run-round cos:-0.28431
Word:yarikhanov cos:-0.27174
Word:scaturro cos:-0.29609
Word:satyr cos:-0.05777
Word:shelden cos:0.05882
Word:alife cos:-0.36658
Word:thetis cos:0.11733
Word:re-offending cos:-0.32346
Word:burnouts cos:-0.41768
Word:lactone cos:-0.00742
Word:varah cos:-0.23823
Word:high-brow cos:-0.47174
Word:auge cos:-0.14974
Word:legitimately cos:0.02791
Word:uncoils cos:-0.35445
Word:twenty-one-year-old cos:-0.29329
Word:harlow cos:0.09161
Word:zhenming cos:-0.18971
Word:khanzada cos:-0.37720
Word:amariyah cos:-0.49850
Word:condy cos:-0.19034
Word:owls cos:0.18567
Word:chögyam cos:-0.36030
Word:x27 cos:-0.09869
Word:undoes cos:-0.27697
Word:reproving cos:-0.29330
Word:disrobing cos:-0.40442
Word:gröna cos:-0.00510
Word:pratchett cos:0.18050
Word:abdussalam cos:-0.30508
Word:abderahman cos:-0.45299
Word:luminiferous cos:-0.19693
Word:alessandrini cos:-0.03886
Word:37.95 cos:-0.25265
Word:orgon cos:-0.30215
Word:chéreau cos:-0.04733
Word:haemonetics cos:-0.32747
Word:thoralf cos:-0.41144
Word:limbering cos:-0.37170
Word:schonfeld cos:-0.16045
Word:upregulates cos:-0.38460
Word:holzinger cos:0.04808
Word:harari cos:-0.31723
Word:preceptory cos:0.11132
Word:nothing cos:0.33319
Word:searl cos:-0.34130
Word:dongxiang cos:-0.44662
Word:.444 cos:0.05237
Word:suwanan cos:-0.36650
Word:disestablished cos:-0.01599
Word:positivity cos:-0.31723
Word:2,580 cos:-0.42221
Word:f-111 cos:0.12479
Word:anybody cos:0.24154
Word:ground-controlled cos:-0.14932
Word:hifu cos:-0.48233
Word:shallah cos:-0.01222
Word:axelsson cos:-0.05970
Word:arouch cos:-0.42834
Word:24.81 cos:-0.27935
Word:www.tampabay.com cos:-0.46611
Word:ramgoolam cos:-0.24661
Word:jugnauth cos:-0.01898
Word:melismatic cos:-0.27538
Word:circlet cos:-0.02065
Word:41.4 cos:-0.22991
Word:66.78 cos:-0.23742
Word:trevor-roper cos:0.02357
Word:umaga cos:0.17679
Word:tremelling cos:-0.35792
Word:pervasively cos:-0.31286
Word:peckham cos:0.03105
Word:officer cos:0.58792
Word:semi-fast cos:-0.06996
Word:anti-gun cos:-0.41586
Word:leto cos:0.01287
Word:bastardy cos:-0.28351
Word:self-defense cos:0.03912
Word:donmoyer cos:0.06219
Word:chilham cos:-0.24616
Word:isoleucine cos:-0.30999
Word:ostentatiously cos:-0.37406
Word:heskett cos:-0.11025
Word:winsley cos:-0.47622
Word:fumi cos:-0.19865
Word:noa cos:0.01648
Word:shcherban cos:-0.23794
Word:samus cos:0.00954
Word:lenska cos:-0.44925
Word:nanda cos:-0.01518
Word:bride-to-be cos:-0.12999
Word:bagration cos:0.08340
Word:mayuzumi cos:-0.26874
Word:25.43 cos:-0.27958
Word:mauritian cos:-0.09068
